"PK_Mechanical_ID","CK_SiteID","Blower Door Trials","Blower Door Trials_notes","First Trial: Location","First Trial: Windy","First Trial: Unusual Conditions","First Trial: P25 Ring Size","First Trial: P25 House Pressure","First Trial: P25 House Pressure_notes","First Trial: P25 Fan Pressure","First Trial: P25 Fan Pressure_notes","First Trial: P25 CFM","First Trial: P25 CFM_notes","First Trial: P50 Ring Size","First Trial: P50 House Pressure","First Trial: P50 House Pressure_notes","First Trial: P50 Fan Pressure","First Trial: P50 Fan Pressure_notes","First Trial: P50 CFM","First Trial: P50 CFM_notes","First Trial: Notes","First Trial: Flow Coefficient","First Trial: Flow Coefficient_notes","First Trial: Q50","First Trial: Q50_notes","First Trial: ACH50","Second Trial: Location","Second Trial: Windy","Second Trial: Unusual Conditions","Second Trial: P25 Ring Size","Second Trial: P25 House Pressure","Second Trial: P25 House Pressure_notes","Second Trial: P25 Fan Pressure","Second Trial: P25 Fan Pressure_notes","Second Trial: P25 CFM","Second Trial: P25 CFM_notes","Second Trial: P50 Ring Size","Second Trial: P50 House Pressure","Second Trial: P50 House Pressure_notes","Second Trial: P50 Fan Pressure","Second Trial: P50 Fan Pressure_notes","Second Trial: P50 CFM","Second Trial: P50 CFM_notes","Second Trial: Notes","Second Trial: Flow Exponent","Second Trial: Flow Exponent_notes","Second Trial: Flow Coefficient","Second Trial: Flow Coefficient_notes","Second Trial: Q50","Second Trial: Q50_Notes","Second Trial: ACH50","Conditioned Volume","Conditioned Volume_notes","Building Height","Site Location"
"Mechanical_00013817","SITE_00008",1,,,,,,,,,,,,,,,,,,,"Did not run as homeowners had recently used fireplace to heat home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7384.00000,,"1","SULTAN, WA"
"Mechanical_00013974","SITE_01842",1,,,,,,,,,,,,,,,,,,,"Homeowner asked not to run blower door because of allergies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11275.00000,,"1","LINCOLN CITY, OR"
"Mechanical_00013976","SITE_00577",1,,"Front Door","No",,"A",25.20000,,57.60000,,1369.00000,,"A",50.50000,,173.00000,,2312.00000,,,120.21000,,2294.72000,,4.3593,,,,,,,,,,,,,,,,,,,,,,,,,,31584.00000,,"1.5","BEND, OR"
"Mechanical_00013979","SITE_00521",1,,"Front","No",,"B",25.10000,,99.60000,,620.00000,,"B",50.70000,,268.30000,,979.00000,,,76.37540,,970.19600,,7.5093,,,,,,,,,,,,,,,,,,,,,,,,,,7752.00000,,"1","BEND, OR"
"Mechanical_00013980","SITE_00611",1,,"Fromt","Yes",,"A",24.30000,,42.50000,,1240.00000,,"A",50.40000,,109.60000,,1990.00000,,,156.66900,,1979.74000,,9.2339,,,,,,,,,,,,,,,,,,,,,,,,,,12864.00000,,"2","LA PINE, OR"
"Mechanical_00013985","SITE_00597",1,,"Front Door","No",,"B",24.80000,,174.70000,,783.00000,,"A",50.10000,,48.00000,,1256.00000,,,90.50060,,1254.31000,,4.8901,,,,,,,,,,,,,,,,,,,,,,,,,,15390.00000,,"1","KLAMATH FALLS, OR"
"Mechanical_00013986","SITE_00569",1,,"Front","Yes",,"A",24.70000,,46.30000,,1244.00000,,"A",49.50000,,131.20000,,2045.00000,,,125.60400,,2059.75000,,5.7942,,,,,,,,,,,,,,,,,,,,,,,,,,21329.00000,,"2","KLAMATH FALLS, OR"
"Mechanical_00013992","SITE_00618",1,,,,,,,,,,,,,,,,,,,"No access to crawl or ceiling. Likely animals living below house. Use wood as heat source (decent amount of ash).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14904.00000,,"1","CROOKED RIVER RANCH, OR"
"Mechanical_00013993","SITE_00563",1,,"Front","Yes",,"B",25.50000,,108.80000,,621.00000,,"A",50.40000,,30.10000,,994.00000,,,66.36800,,988.54600,,5.5113,,,,,,,,,,,,,,,,,,,,,,,,,,10762.00000,,"1","CULVER, OR"
"Mechanical_00014013","SITE_00767",1,,"Front Door","No","Constant bathroom fan running.","A",25.80000,,25.90000,,921.00000,,"A",49.80000,,67.80000,,1463.00000,,,93.51840,,1467.13000,,8.0361,,,,,,,,,,,,,,,,,,,,,,,,,,10954.00000,,"1","SPOKANE, WA"
"Mechanical_00014014","SITE_00747",1,,"Front Door","No",,"0",26.40000,,24.90000,,2434.00000,,"0",48.20000,,54.90000,,3663.00000,,,263.67600,,3755.33000,,9.3540,,,,,,,,,,,,,,,,,,,,,,,,,,24088.00000,,"2.5","SPOKANE, WA"
"Mechanical_00014015","SITE_00725",1,,,,,,,,,,,,,,,,,,,"Did not run test due to structural defects.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9760.00000,,"1","SPOKANE, WA"
"Mechanical_00014016","SITE_00724",1,,"Front Door","Yes","Full extension on frame.","A",25.10000,,116.00000,,1913.00000,,"0",50.80000,,46.00000,,3243.00000,,,171.33100,,3204.69000,,3.5837,,,,,,,,,,,,,,,,,,,,,,,,,,53654.00000,,"2.5","SPOKANE, WA"
"Mechanical_00014019","SITE_00764",1,,,,,,,,,,,,,,,,,,,"Ashy fireplace. Did not run",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14784.00000,,"2.5","SPOKANE, WA"
"Mechanical_00014025","SITE_00780",1,,"Front Door","No",,"A",25.40000,,118.90000,,2013.00000,,"0",51.50000,,49.30000,,3404.00000,,,181.86800,,3330.03000,,10.7115,,,,,,,,,,,,,,,,,,,,,,,,,,18653.00000,,"1.5","SPOKANE VALLEY, WA"
"Mechanical_00014027","SITE_00500",1,,"Font Foor","Yes",,"A",25.80000,,41.40000,,1176.00000,,"A",49.80000,,100.40000,,1790.00000,,,147.46000,,1794.59000,,6.2983,,,,,,,,,,,,,,,,,,,,,,,,,,17096.00000,,"1","KENNEWICK, WA"
"Mechanical_00014028","SITE_00769",1,,"Front Door","No",,"A",24.60000,,78.10000,,1575.00000,,"A",50.30000,,196.30000,,2492.00000,,,201.84200,,2482.46000,,11.5732,,,,,,,,,,,,,,,,,,,,,,,,,,12870.00000,,"1","WEST RICHLAND, WA"
"Mechanical_00014029","SITE_00669",1,,"Front Door","No",,"B",25.00000,,110.60000,,655.00000,,"A",50.00000,,30.00000,,987.00000,,,97.56240,,987.00000,,5.6735,,,,,,,,,,,,,,,,,,,,,,,,,,10438.00000,,"1","SOAP LAKE, WA"
"Mechanical_00014030","SITE_00774",1,,"Front Door","Yes",,"B",24.60000,,191.80000,,822.00000,,"A",50.60000,,47.80000,,1257.00000,,,124.65300,,1248.20000,,14.2353,,,,,,,,,,,,,,,,,,,,,,,,,,5261.00000,,"1","WASHTUCNA, WA"
"Mechanical_00014020","SITE_00723",1,,,,,,,,,,,,,,,,,,,"Homeowner asked not to run because of allergies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8257.00000,,"1","SPOKANE, WA"
"Mechanical_00014022","SITE_00429",1,,,"No",,"A",24.40000,,52.00000,,1287.00000,,"A",50.30000,,131.10000,,2035.00000,,,170.16500,,2027.30000,,7.4570,,,,,,,,,,,,,,,,,,,,,,,,,,16312.00000,,"1","WEST RICHLAND, WA"
"Mechanical_00014039","SITE_00652",1,,"Back N","No","See notes","A",24.50000,,11.60000,,631.00000,,"A",51.20000,,29.10000,,980.00000,,"Note about grates on ceiling in mechanical. Also bathroom fan was spinning from test, no damper/poorly installed. The vents in mechanical did not pull fresh air in during testing",93.38700,,966.21500,,4.7087,,,,,,,,,,,,,,,,,,,,,,,,,,12312.00000,,"1","MOSES LAKE, WA"
"Mechanical_00014049","SITE_00452",1,,"Front Door","No","None, ac unit in window","B",25.80000,,88.90000,,567.00000,,"B",49.10000,,210.30000,,866.00000,,,66.75590,,876.41500,,10.4501,,,,,,,,,,,,,,,,,,,,,,,,,,5032.00000,,"1","SPOKANE, WA"
"Mechanical_00014054","SITE_00785",1,,"Front Door","No",,"B",25.20000,,123.60000,,651.00000,,"A",49.80000,,30.40000,,1011.00000,,,80.90390,,1013.62000,,2.9812,,,,,,,,,,,,,,,,,,,,,,,,,,20400.00000,,"1","COLBERT, WA"
"Mechanical_00014056","SITE_00738",1,,"Back Door By Triangle Room","No",,"A",25.30000,,96.20000,,1813.00000,,"0",50.00000,,29.70000,,2679.00000,,,284.54900,,2679.00000,,8.9360,,,,,,,,,,,,,,,,,,,,,,,,,,17988.00000,,"1","SPOKANE, WA"
"Mechanical_00014057","SITE_00428",1,,"Front","Yes","Very windy","B",25.90000,,215.70000,,834.00000,,"A",50.80000,,55.00000,,1244.00000,,,120.86100,,1232.33000,,6.1957,,,,,,,,,,,,,,,,,,,,,,,,,,11934.00000,,"1","ELLENSBURG, WA"
"Mechanical_00014060","SITE_00701",1,,"Back Door","Yes",,"B",24.70000,,39.00000,,416.00000,,"B",49.70000,,110.00000,,662.00000,,,49.39970,,664.65200,,4.2936,,,,,,,,,,,,,,,,,,,,,,,,,,9288.00000,,"1","ELLENSBURG, WA"
"Mechanical_00014061","SITE_00737",1,,"Front Door","No",,"A",24.60000,,111.60000,,1860.00000,,"0",50.10000,,39.10000,,3068.00000,,,195.37000,,3063.69000,,9.7513,,,,,,,,,,,,,,,,,,,,,,,,,,18851.00000,,"1.5","SPOKANE, WA"
"Mechanical_00014074","SITE_00627",1,,"Front","No",,"B",25.10000,,98.70000,,574.00000,,"B",50.40000,,247.00000,,933.00000,,,60.75450,,927.83400,,8.6606,,,,,,,,,,,,,,,,,,,,,,,,,,6428.00000,,"1","REDMOND, OR"
"Mechanical_00014075","SITE_00552",1,,"Front Door","Yes",,"B",24.50000,,136.00000,,703.00000,,"A",49.50000,,37.00000,,1112.00000,,,87.33830,,1119.31000,,4.8281,,,,,,,,,,,,,,,,,,,,,,,,,,13910.00000,,"2","REDMOND, OR"
"Mechanical_00014085","SITE_00687",1,,,,,,,,,,,,,,,,,,,"Did not perform house under construction including one room that has plywood over window opening (not sealed).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36477.00000,,"3+","SPOKANE, WA"
"Mechanical_00014086","SITE_00761",1,,"Front Door","No",,"B",24.80000,,349.20000,,1113.00000,,"A",50.00000,,94.60000,,1742.00000,,,143.08600,,1742.00000,,4.7646,,,,,,,,,,,,,,,,,,,,,,,,,,21937.00000,,"2","SPOKANE, WA"
"Mechanical_00014090","SITE_00760",1,,"Front Door",,,"A",25.10000,,38.10000,,1122.00000,,"A",49.80000,,89.00000,,1683.00000,,,166.60000,,1687.00000,,4.7268,,,,,,,,,,,,,,,,,,,,,,,,,,21414.00000,,"1","LIBERTY LAKE, WA"
"Mechanical_00014100","SITE_00198",1,,"Front Door","No",,"B",25.40000,,89.70000,,580.00000,,"B",49.80000,,226.60000,,887.00000,,,75.33670,,889.24600,,6.6861,,,,,,,,,,,,,,,,,,,,,,,,,,7980.00000,,"1","REXBURG, ID"
"Mechanical_00014101","SITE_00218",1,,"Front Door","No",,"A",24.90000,,152.50000,,2206.00000,,"0",50.80000,,53.00000,,3527.00000,,,265.90200,,3490.35000,,4.3744,,,,,,,,,,,,,,,,,,,,,,,,,,47874.00000,,"1","AMMON, ID"
"Mechanical_00014103","SITE_00733",1,,"Front Door","No",,"A",-25.70000,,-100.00000,,1878.00000,,"A",-42.00000,,-210.50000,,2597.00000,,"Baseline -0.3 pa in pr/fl. Could not get to pressure at 50, not sure why.",220.40500,,2913.69000,,7.7976,,,,,,,,,,,,,,,,,,,,,,,,,,22420.00000,,"2.5","NINE MILE FALLS, WA"
"Mechanical_00013824","SITE_00144",1,,"Front Door","No",,"A",24.10000,,47.70000,,1262.00000,,"A",49.90000,,136.90000,,2087.00000,,,140.18100,,2089.48000,,5.9779,,,,,,,,,,,,,,,,,,,,,,,,,,20972.00000,,"2","SEATTLE, WA"
"Mechanical_00013832","SITE_00067",1,,"Front Door","No",,"B",25.00000,,87.90000,,542.00000,,"B",50.30000,,204.90000,,835.00000,,,74.10790,,831.91800,,7.2173,,,,,,,,,,,,,,,,,,,,,,,,,,6916.00000,,"1.5","SEATTLE, WA"
"Mechanical_00013834","SITE_00164",1,,"Front","No",,"A",25.00000,,76.20000,,1546.00000,,"A",49.70000,,186.00000,,2418.00000,,,190.21900,,2427.49000,,6.7219,,,,,,,,,,,,,,,,,,,,,,,,,,21668.00000,,"1","UNIVERSITY PLACE, WA"
"Mechanical_00013842","SITE_01958",1,,"Front Entry","No","Raining pretty hard","B",25.00000,,181.00000,,810.00000,,"A",50.50000,,43.90000,,1253.00000,,,109.92200,,1245.29000,,5.0762,,,,,,,,,,,,,,,,,,,,,,,,,,14719.00000,,"1","SHELTON, WA"
"Mechanical_00013844","SITE_02005",1,,,,,"B",24.90000,,149.30000,,724.00000,,"A",49.20000,,37.20000,,1105.00000,,,98.38290,,1116.12000,,4.4579,,,,,,,,,,,,,,,,,,,,,,,,,,15022.00000,,"1","SHELTON, WA"
"Mechanical_00013858","SITE_00162",1,,,,,"A",25.60000,,166.40000,,2425.00000,,"0",53.40000,,60.00000,,3735.00000,,,360.92600,,3593.40000,,10.2747,,,,,,,,,,,,,,,,,,,,,,,,,,20984.00000,,"1.5","SNOHOMISH, WA"
"Mechanical_00013864","SITE_01979",1,,"Front Door","No","Snowing","A",25.00000,,78.30000,,1602.00000,,"A",49.30000,,180.60000,,2406.00000,,,233.00900,,2426.40000,,19.2572,,,,,,,,,,,,,,,,,,,,,,,,,,7560.00000,,"1","SILVERDALE, WA"
"Mechanical_00013866","SITE_00148",1,,,,,,,,,,,,,,,,,,,"Did not run test due to cracks in walls and pipe fixtures.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12616.00000,,"2","SEATTLE, WA"
"Mechanical_00013875","SITE_01971",1,,"Front","Yes","Garage door open",,25.10000,,18.20000,,1953.00000,,"0",49.60000,,44.10000,,3223.00000,,,182.50900,,3242.10000,,9.7497,,,,,,,,,,,,,,,,,,,,,,,,,,19952.00000,,"2","WASHOUGAL, WA"
"Mechanical_00013878","SITE_01937",1,,"Front Door","No",,"A",25.10000,,31.30000,,1011.00000,,"A",50.30000,,77.20000,,1577.00000,,,128.69800,,1570.98000,,12.7205,,,,,,,,,,,,,,,,,,,,,,,,,,7410.00000,,"1","VANCOUVER, WA"
"Mechanical_00013885","SITE_01980",1,,,,,,,,,,,,,,,,,,,"Cant run due to presence of vermiculite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22686.00000,,"2","VANCOUVER, WA"
"Mechanical_00013888","SITE_02019",1,,"Front Door","No",,"A",24.80000,,37.30000,,1066.00000,,"A",50.00000,,99.80000,,1762.00000,,,106.74600,,1762.00000,,3.4001,,,,,,,,,,,,,,,,,,,,,,,,,,31093.00000,,"1.5","WASHOUGAL, WA"
"Mechanical_00013891","SITE_02007",1,,"Front Door","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17773.00000,,"2","KELSO, WA"
"Mechanical_00013897","SITE_01963",1,,"Front Door","No","None","A",24.30000,,83.10000,,1651.00000,,"0",49.60000,,33.30000,,2763.00000,,,165.10900,,2779.06000,,12.0584,,,,,,,,,,,,,,,,,,,,,,,,,,13828.00000,,"1","BRUSH PRAIRIE, WA"
"Mechanical_00013906","SITE_02040",2,,"Laundry Room","No",,"A",24.40000,,45.00000,,1212.00000,,"A",49.60000,,120.40000,,1976.00000,,"Ran 2nd since bathroom fan was on for this one",134.13800,,1986.97000,,8.9557,,,,"A",25.70000,,51.80000,,1286.00000,,"A",50.80000,,129.30000,,2013.00000,,,0.65760,,152.08100,,1992.10000,,8.9788,13312.00000,,"1","OLALLA, WA"
"Mechanical_00013908","SITE_00163",1,,"Front Door","No",,"A",24.90000,,91.80000,,1720.00000,,"0",49.60000,,34.30000,,2838.00000,,,166.31500,,2854.61000,,8.0533,,,,,,,,,,,,,,,,,,,,,,,,,,21268.00000,,"1.5","SEATTLE, WA"
"Mechanical_00013911","SITE_01967",1,,"Front","No",,"A",25.60000,,111.30000,,1961.00000,,"0",49.50000,,37.40000,,2986.00000,,,248.00300,,3005.20000,,12.3620,,,,,,,,,,,,,,,,,,,,,,,,,,14586.00000,,"1","FORKS, WA"
"Mechanical_00013916","SITE_02004",1,,"Front Door","Yes",,"B",23.90000,,165.20000,,770.00000,,"A",50.50000,,46.50000,,1251.00000,,,98.24020,,1242.95000,,5.1963,,,,,,,,,,,,,,,,,,,,,,,,,,14352.00000,,"1","OCEANS SHORES, WA"
"Mechanical_00014031","SITE_00696",1,,"Front","No",,"A",25.30000,,61.60000,,1430.00000,,"A",49.50000,,158.30000,,2243.00000,,,163.79100,,2258.17000,,9.3300,,,,,,,,,,,,,,,,,,,,,,,,,,14522.00000,,"2","PULLMAN, WA"
"Mechanical_00014032","SITE_00693",1,,"Front Door","Yes","None","A",24.80000,,67.90000,,1496.00000,,"A",50.40000,,181.40000,,2428.00000,,,166.98100,,2414.82000,,8.7881,,,,,,,,,,,,,,,,,,,,,,,,,,16487.00000,,"1","WALLA WALLA, WA"
"Mechanical_00014033","SITE_00713",1,,"Front Door","Yes","None","B",25.50000,,94.50000,,545.00000,,"B",50.20000,,230.20000,,890.00000,,,52.23600,,887.43100,,3.8019,,,,,,,,,,,,,,,,,,,,,,,,,,14005.00000,,"1","COLLEGE PLACE, WA"
"Mechanical_00014041","SITE_00770",1,,,,,,,,,,,,,,,,,,,"Did not run blower door due to fine particulate in open fireplace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17906.00000,,"1","SPOKANE, WA"
"Mechanical_00014042","SITE_00680",1,,"Back Door","Yes","A bit breezy","B",25.70000,,138.30000,,724.00000,,"A",49.30000,,32.30000,,1050.00000,,,113.53500,,1058.48000,,17.8798,,,,,,,,,,,,,,,,,,,,,,,,,,3552.00000,,"1","SPOKANE, WA"
"Mechanical_00014043","SITE_00504",1,,"Main Front Door","Yes","Slightly breezy","A",25.40000,,49.10000,,1237.00000,,"A",51.20000,,122.80000,,1981.00000,,,140.80800,,1949.69000,,2.9721,,,,,,,,,,,,,,,,,,,,,,,,,,39360.00000,,"1.5","SPOKANE, WA"
"Mechanical_00014044","SITE_00502",1,,"Front Door North Side","Yes","A bit breezy. Wind chimes chiming","A",25.70000,,28.40000,,1015.00000,,"A",50.00000,,75.50000,,1535.00000,,"Taped close small chimney vent during Blower door test",134.94700,,1535.00000,,5.6379,,,,,,,,,,,,,,,,,,,,,,,,,,16336.00000,,"1","CHATTAROY, WA"
"Mechanical_00014045","SITE_00711",1,,"Back Door (North Side)","No","No","A",25.20000,,158.40000,,2236.00000,,"0",51.00000,,42.00000,,3373.00000,,,340.59400,,3334.27000,,4.3198,,,,,,,,,,,,,,,,,,,,,,,,,,46312.00000,,"1.5","SPOKANE, WA"
"Mechanical_00014051","SITE_00702",1,,,,,,,,,,,,,,,,,,,"Did not run blower door due to some exposed structure/insulation, large presence of dust and presence of very young child",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8320.00000,,"1","OTHELLO, WA"
"Mechanical_00014066","SITE_00721",1,,"Entrance","Yes",,"B",24.50000,,130.80000,,670.00000,,"B",46.50000,,323.00000,,1064.00000,,,66.58520,,1121.22000,,4.4801,,,,,,,,,,,,,,,,,,,,,,,,,,15016.00000,,"1","RICHLAND, WA"
"Mechanical_00014068","SITE_00740",1,,"Front Door","No",,"B",25.30000,,245.20000,,929.00000,,"A",50.30000,,63.60000,,1428.00000,,,123.08500,,1422.67000,,7.9523,,,,,,,,,,,,,,,,,,,,,,,,,,10734.00000,,"1","SPOKANE VALLEY, WA"
"Mechanical_00014069","SITE_00782",1,,"Back Door","No",,"A",24.10000,,143.20000,,2109.00000,,"0",49.80000,,56.90000,,3545.00000,,"Basement somewhat blocked by back door being open",216.38200,,3555.18000,,11.2033,,,,,,,,,,,,,,,,,,,,,,,,,,19040.00000,,"1","SPOKANE, WA"
"Mechanical_00014076","SITE_00756",1,,,,,,,,,,,,,,,,,,,"Storm winds outside, no test.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30367.00000,,"2","RICHLAND, WA"
"Mechanical_00014077","SITE_00427",1,,"Front","No",,"B",24.80000,,226.50000,,886.00000,,"A",49.80000,,54.40000,,1323.00000,,,139.79500,,1326.05000,,3.1639,,,,,,,,,,,,,,,,,,,,,,,,,,25147.00000,,"1","BURBANK, WA"
"Mechanical_00014078","SITE_01990",1,,"Front","No",,"A",25.00000,,98.10000,,1808.00000,,"0",49.60000,,34.40000,,2862.00000,,,208.94100,,2877.45000,,12.7471,,,,,,,,,,,,,,,,,,,,,,,,,,13544.00000,,"1","VANCOUVER, WA"
"Mechanical_00014083","SITE_00700",1,,,,,,,,,,,,,,,,,,,"Did not perform. Resident was concerned that the powder she uses before vacuuming could get unsettled and upset her allergies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11559.00000,,"2.5","LIBERTY LAKE, WA"
"Mechanical_00014084","SITE_00784",1,,"Front Door","Yes",,"B",25.10000,,222.00000,,905.00000,,"A",49.80000,,57.60000,,1382.00000,,"Even after shutting the ac to the off position it still sounded as though the fan was still running but at a lower speed",123.53500,,1385.43000,,4.6808,,,,,,,,,,,,,,,,,,,,,,,,,,17759.00000,,"2.5","SPOKANE, WA"
"Mechanical_00014104","SITE_00771",1,,"Front Entry","No",,"A",-25.60000,,-38.30000,,1089.00000,,"A",-50.80000,,-95.80000,,1758.00000,,"Baseline 0.3 pa in pr/fl mode",112.95200,,1738.61000,,6.3747,,,,,,,,,,,,,,,,,,,,,,,,,,16364.00000,,"1","SPOKANE, WA"
"Mechanical_00014105","SITE_00823",1,,,,,,,,,,,,,,,,,,,"Did not perform. Front door opens to common space",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6479.00000,,"1","VICTOR, MT"
"Mechanical_00014106","SITE_00854",1,,"Front Door","Yes","Open cat door","A",25.10000,,142.10000,,2129.00000,,"0",49.90000,,46.20000,,3296.00000,,"Did not have tape to seal cat door",274.11100,,3300.20000,,11.2795,,,,,,,,,,,,,,,,,,,,,,,,,,17555.00000,,"2","WHITEFISH, MT"
"Mechanical_00014110","SITE_00818",1,,"Front Door","Yes",,"B",25.10000,,108.60000,,580.00000,,"B",50.30000,,271.60000,,972.00000,,"Kids walking around the unit might have altered the numbers",52.94090,,967.69100,,6.6462,,,,,,,,,,,,,,,,,,,,,,,,,,8736.00000,,"1","LOLO, MT"
"Mechanical_00014111","SITE_00831",1,,"Front Door","No",,"B",25.20000,,73.80000,,507.00000,,"B",50.30000,,194.80000,,836.00000,,,49.08710,,832.38900,,7.4320,,,,,,,,,,,,,,,,,,,,,,,,,,6720.00000,,"2","COLUMBIA FALLS, MT"
"Mechanical_00014128","SITE_00297",1,,,,,,,,,,,,,,,,,,,"Did not perform test due to the potential presence of asbestos, questionable stove pipe caulk, and unknown state of the attic insulation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11780.00000,,"1","COEUR D'ALENE, ID"
"Mechanical_00014129","SITE_00220",1,,"Front Door","No",,"A",25.50000,,49.20000,,1272.00000,,"A",50.00000,,125.80000,,2014.00000,,,139.50100,,2014.00000,,2.9693,,,,,,,,,,,,,,,,,,,,,,,,,,40697.00000,,"2","HAYDEN, ID"
"Mechanical_00014130","SITE_00493",1,,,,,,,,,,,,,,,,,,,"Unsure of attic insulstion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6078.00000,,"1","UNION GAP, WA"
"Mechanical_00014131","SITE_00749",1,,,,,,,,,,,,,,,,,,,"Older owner didnt want me running blower door test with the extreme amount of pollen this year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17445.00000,,"1","YAKIMA, WA"
"Mechanical_00014136","SITE_00034",1,,"Front Door","Yes","None","A",25.30000,,26.30000,,944.00000,,"A",50.70000,,63.90000,,1443.00000,,,131.34200,,1430.80000,,7.8803,,,,,,,,,,,,,,,,,,,,,,,,,,10894.00000,,"1","BATTLE GROUND, WA"
"Mechanical_00014138","SITE_00124",1,,"Front",,"Front entry right next to garage entry","B",-25.20000,,-158.10000,,759.00000,,"A",-49.40000,,-43.30000,,1192.00000,,,87.18880,,1201.69000,,5.9766,,,,,,,,,,,,,,,,,,,,,,,,,,12064.00000,,"2","VANCOUVER, WA"
"Mechanical_00014139","SITE_00103",1,,"Front",,,"B",-24.80000,,-29.10000,,319.00000,,"B",-49.90000,,-72.60000,,514.00000,,,35.67710,,514.70300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"N/A","LONGVIEW, WA"
"Mechanical_00014146","SITE_00037",1,,,,,,,,,,,,,,,,,,,"Evedence of rodent feces, did not perform blower door",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4963.00000,,"1","SHELTON, WA"
"Mechanical_00014147","SITE_00026",1,,"Front Door","No",,"B",24.30000,,98.20000,,594.00000,,"B",49.80000,,234.00000,,909.00000,,,89.57540,,911.16300,,4.4142,,,,,,,,,,,,,,,,,,,,,,,,,,12385.00000,,"1","SEQUIM, WA"
"Mechanical_00014148","SITE_00039",1,,"Front/Main",,,"A",-25.80000,,-27.20000,,949.00000,,"A",-50.00000,,-67.30000,,1474.00000,,,109.10300,,1474.00000,,7.8739,,,,,,,,,,,,,,,,,,,,,,,,,,11232.00000,,"1","VANCOUVER, WA"
"Mechanical_00014149","SITE_00021",1,,"Front",,"Garage door open","B",-24.50000,,-75.50000,,518.00000,,"B",-50.90000,,-220.40000,,886.00000,,,49.49830,,874.47300,,2.6463,,,,,,,,,,,,,,,,,,,,,,,,,,19827.00000,,"1","WINLOCK, WA"
"Mechanical_00014158","SITE_01343",1,,"Door To Garage","Yes","None","0",25.80000,,32.00000,,2833.00000,,"0",51.60000,,82.30000,,4292.00000,,,403.86400,,4211.74000,,16.3130,,,,,,,,,,,,,,,,,,,,,,,,,,15491.00000,,"2","TILLAMOOK, OR"
"Mechanical_00014159","SITE_01333",1,,"Front Door","No","None","A",25.00000,,60.80000,,1425.00000,,"A",50.10000,,167.70000,,2305.00000,,,153.71100,,2301.82000,,9.9689,,,,,,,,,,,,,,,,,,,,,,,,,,13854.00000,,"1","CLATSKANIE, OR"
"Mechanical_00013918","SITE_00010",1,,"Side Door","Yes",,"A",25.00000,,26.90000,,980.00000,,"A",50.20000,,69.30000,,1492.00000,,,140.72700,,1488.41000,,12.4034,,,,,,,,,,,,,,,,,,,,,,,,,,7200.00000,,"1","PUYALLUP, WA"
"Mechanical_00013921","SITE_01196",1,,"Laundry Room Door (Main Entrance)","No",,"0",24.50000,,36.30000,,2876.00000,,"0",50.40000,,88.30000,,4463.00000,,,409.75200,,4441.39000,,10.6483,,,,,,,,,,,,,,,,,,,,,,,,,,25026.00000,,"2","SAMMAMISH, WA"
"Mechanical_00013926","SITE_01829",1,,"Front","Yes",,"A",24.80000,,28.60000,,968.00000,,"A",49.90000,,62.10000,,1424.00000,,,164.45400,,1425.57000,,7.4204,,,,,,,,,,,,,,,,,,,,,,,,,,11527.00000,,"1","LINCOLN CITY, OR"
"Mechanical_00013928","SITE_00600",1,,"Front Door","Yes",,"B",25.00000,,102.00000,,575.00000,,"B",50.30000,,280.00000,,971.00000,,,51.52210,,966.65700,,4.4009,,,,,,,,,,,,,,,,,,,,,,,,,,13179.00000,,"1","REDMOND, OR"
"Mechanical_00013931","SITE_00622",1,,"Front","Yes","Wind storm level wind","A",24.80000,,55.00000,,1540.00000,,"A",49.40000,,151.00000,,2297.00000,,,239.03200,,2313.15000,,4.7339,,,,,,,,,,,,,,,,,,,,,,,,,,29318.00000,,"2","BEND, OR"
"Mechanical_00013936","SITE_00539",1,,"Front","No",,"A",25.20000,,35.10000,,1089.00000,,"A",50.60000,,92.30000,,1720.00000,,,131.27700,,1706.60000,,8.3746,,,,,,,,,,,,,,,,,,,,,,,,,,12227.00000,,"1","BEND, OR"
