"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Number of Pieces of Audio Equipment","Number of Pieces of Audio Equipment_notes","Contains Suboofer","Does Subwoofer have indicator light or warm to touch","Audio Wifi Enabled","Audio Connected to TV","Notes","Room Name","Room Type"
"Appliance_00000010","SITE_00255","Room_00000343","Audio Equipment","No",,"Unknown","Unknown","General Electric","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Garage_2","Garage"
"Appliance_00000011","SITE_00258","Room_00000387","Audio Equipment","No",,"Unknown","175B2345","JVC","So-v688","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000012","SITE_00271","Room_00000582","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Pd-m403","Unknown",4.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000013","SITE_00278","Room_00000681","Audio Equipment","No",,"Unknown","5035607","Sony","CDs-58","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000014","SITE_00278","Room_00000681","Audio Equipment","No",,"Unknown","9219815","Sony","Str-de197","No",5.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000015","SITE_00282","Room_00000722","Audio Equipment","No",,"Unknown","0059097","Sony","ICF-CS15iPN","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000016","SITE_00284","Room_00000754","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-522","No",5.0000,,"Yes","No","No","Yes","Has indicator light but is not currently on","Living Room_1","Living Room"
"Appliance_00000017","SITE_00287","Room_00000785","Audio Equipment","No",,"Unknown","Unknown","Magnavox","AZ9340","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000018","SITE_00287","Room_00000786","Audio Equipment","No",,"Unknown","Unknown","Kenwood","RXDG5","Unknown",1.0000,,"No","N/A","No","No","Only for radio","Living Room_1","Living Room"
"Appliance_00000019","SITE_00289","Room_00000803","Audio Equipment","No",,"Unknown","0508156395","ILive","ISB311B","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00000020","SITE_00290","Room_00000813","Audio Equipment","Yes",2009,,"N/A","Sylvania","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001121","SITE_00295","Room_00008715","Audio Equipment","Yes",2016,,"N/A","Electrohome","EAN05700","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00001122","SITE_00295","Room_00008711","Audio Equipment","No",,"Unknown","SZZOMDBN1711881","Vizio","VSB207","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001123","SITE_00295","Room_00008717","Audio Equipment","No",,"Unknown","Unknown","Sony","CFD-S350","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001101","SITE_00298","Room_00008741","Audio Equipment","No",,"Unknown","CN-0CF093-71623-5BL-055","Dell","A525","No",3.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001102","SITE_00298","Room_00008741","Audio Equipment","No",,"Unknown","Unknown","Fender","Bass300CBXR","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001103","SITE_00298","Room_00008741","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX454","No",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001104","SITE_00298","Room_00008749","Audio Equipment","No",,"Unknown","Unknown","Sony","MHC-EC619iP","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001143","SITE_00299","Room_00008755","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-K740P","Unknown",7.0000,,"Yes","No","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001144","SITE_00299","Room_00008761","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001153","SITE_00300","Room_00008771","Audio Equipment","No",,"Unknown","Unknown","Yamaha","A-30","No",5.0000,,"No","N/A","No","No","N/A","Living Room_2","Living Room"
"Appliance_00001114","SITE_00302","Room_00008794","Audio Equipment","Yes",2002,,"N/A","Sony","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001283","SITE_00303","Room_00008806","Audio Equipment","No",,"Unknown","0384217","Sony","icf-cs10ip","No",1.0000,,"No","N/A","No","No","N/A","Bathroom_1","Bathroom"
"Appliance_00001284","SITE_00303","Room_00008809","Audio Equipment","No",,"Unknown","SSAOEPAM2514581","Vizio","vsb200","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001279","SITE_00307","Room_00008842","Audio Equipment","No",,"Unknown","Unknown","GPX","hm3817dt blk","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001280","SITE_00309","Room_00008854","Audio Equipment","Yes",2004,,"N/A","Durabrand","cd-1493","No",3.0000,,"No","N/A","No","No","portable combo unit w/ 2 speakers","Bedroom_1","Bedroom"
"Appliance_00001281","SITE_00309","Room_00008858","Audio Equipment","No",,"Unknown","6X27252-09","TEAC","gf680","Unknown",,"Unknown","No","N/A","Unknown","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00001282","SITE_00311","Room_00008878","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",5.0000,,"No","N/A","No","Unknown","5 small speakers connected to dvd player for music","Living Room_1","Living Room"
"Appliance_00001275","SITE_00311","Room_00008875","Audio Equipment","Yes",2005,,"N/A","Durabrand","Cd-1493","No",3.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00022673","SITE_00313","Room_00008896","Audio Equipment","No",,"Unknown","Unknown","Yamaha","R-S500","No",2.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001277","SITE_00314","Room_00008904","Audio Equipment","No",,"Unknown","Unknown","Frisby","Fs-5060bt","No",5.0000,,"Yes","Yes","Unknown","Yes","N/A","Bedroom_2","Bedroom"
"Appliance_00001276","SITE_00317","Room_00008930","Audio Equipment","No",,"Unknown","Unknown","GPX","Bc232r","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001285","SITE_00317","Room_00008935","Audio Equipment","Yes",2010,,"N/A","Memorex","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00001278","SITE_00320","Room_00008960","Audio Equipment","No",,"Unknown","0511000844","Audiovox","Subx2b","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Living Room_1","Living Room"
"Appliance_00001272","SITE_00325","Room_00008997","Audio Equipment","No",,"Unknown","Unknown","Yamaha","RX-V377","Unknown",6.0000,,"Yes","No","No","Yes","Yamaha receiver. JVC speakers","Living Room_1","Living Room"
"Appliance_00001273","SITE_00327","Room_00009014","Audio Equipment","No",,"Unknown","Unknown","Coby","CX-CD400","Unknown",1.0000,,"No","N/A","No","No","No nameplate visible","Living Room_1","Living Room"
"Appliance_00001274","SITE_00327","Room_00009018","Audio Equipment","No",,"Unknown","Unknown","PA","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Office_1","Office"
"Appliance_00000021","SITE_00334","Room_00000943","Audio Equipment","No",,"Unknown","AWR10HU606448","Bose","AWR1-1W","No",1.0000,,"No","N/A","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00000022","SITE_00334","Room_00000953","Audio Equipment","No",,"Unknown","Unknown","Kenwood","KR5600","No",7.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000023","SITE_00334","Room_00000946","Audio Equipment","Yes",2003,,"N/A","Fischer","TAD MM5000","No",3.0000,,"No","N/A","No","Yes","N/A","Bedroom_4","Bedroom"
"Appliance_00000024","SITE_00346","Room_00001146","Audio Equipment","No",,"Unknown","Unknown","Creek","5350 se","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000025","SITE_00348","Room_00001165","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","No",5.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000026","SITE_00350","Room_00001208","Audio Equipment","No",,"Unknown","Y179732RT","Yamaha","Yas-101","No",1.0000,,"No","N/A","No","Yes","Soundbar","Living Room_1","Living Room"
"Appliance_00000027","SITE_00357","Room_00001312","Audio Equipment","No",,"Unknown","Unknown","General Electric","Unknown","No",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00000028","SITE_00359","Room_00001341","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-D912","Unknown",3.0000,,"Yes","No","No","Yes","Sub not plugged in","Family Room_1","Family Room"
"Appliance_00000029","SITE_00359","Room_00001342","Audio Equipment","No",,"Unknown","Unknown","Sony","STR D565","Unknown",5.0000,,"No","N/A","No","No","N/A","Garage_1","Garage"
"Appliance_00000030","SITE_00363","Room_00001402","Audio Equipment","No",,"Unknown","31021-11469","Akai","Aa-1135","No",3.0000,,"No","N/A","No","Yes","N/A","Family Room_1","Family Room"
"Appliance_00000031","SITE_00365","Room_00001438","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-K6800P","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000032","SITE_00372","Room_00001549","Audio Equipment","No",,"Unknown","Unknown","Sony","Let-d159","No",3.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000033","SITE_00372","Room_00001550","Audio Equipment","Yes",2013,,"N/A","RCA","Unknown","No",3.0000,,"No","N/A","No","No","N/A","Family Room_2","Family Room"
"Appliance_00000034","SITE_00373","Room_00001572","Audio Equipment","No",,"Unknown","0923DC5092404637D","Onkyo","Tx-sr508","Unknown",7.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000035","SITE_00373","Room_00001568","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Tx-8211","No",5.0000,,"No","N/A","No","No","N/A","Garage_1","Garage"
"Appliance_00000036","SITE_00375","Room_00001599","Audio Equipment","No",,"Unknown","051353921500360AS","Bose","CinemaMate II","No",4.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000037","SITE_00378","Room_00001636","Audio Equipment","No",,"Unknown","Unknown","Sony","STRD790","No",7.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000038","SITE_00378","Room_00001632","Audio Equipment","No",,"Unknown","10080382SB","Innovative Technology","ITRR-501","No",1.0000,,"No","N/A","No","No","N/A","Dining Room_1","Dining Room"
"Appliance_00000039","SITE_00381","Room_00001686","Audio Equipment","No",,"Unknown","Y165710UW","Yamaha","Thr-5063","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000040","SITE_00383","Room_00001717","Audio Equipment","No",,"Unknown","Unknown","Onkyo","Unknown","No",5.0000,,"Yes","No","No","No","N/A","Family Room_2","Family Room"
"Appliance_00000041","SITE_00385","Room_00001747","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Sx-1000tw","No",4.0000,,"No","N/A","No","No","70's receiver + mid size speakersCD changer","Living Room_1","Living Room"
"Appliance_00000042","SITE_00386","Room_00001765","Audio Equipment","No",1993,,"Unknown","Pioneer","Vsx-d902s","No",7.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000043","SITE_00386","Room_00001765","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Pd-102","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000044","SITE_00386","Room_00001765","Audio Equipment","No",,"Unknown","Unknown","Pioneer","Ct-w503r","No",1.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00000045","SITE_00387","Room_00001770","Audio Equipment","No",,"Unknown","Unknown","Unknown","Unknown","Unknown",3.0000,,"No","N/A","No","No","Cant reach","Bedroom_6","Bedroom"
"Appliance_00000046","SITE_00388","Room_00001788","Audio Equipment","Yes",1990,,"N/A","Denon","Dcd-660","Unknown",1.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00000047","SITE_00388","Room_00001796","Audio Equipment","No",,"Unknown","Unknown","Pyle Howe","Unknown","Unknown",1.0000,,"No","N/A","Unknown","No","N/A","Office_1","Office"
"Appliance_00001135","SITE_00393","Room_00009088","Audio Equipment","No",,"Unknown","Unknown","Kenwood","KR-V6020","Unknown",4.0000,,"Yes","No","No","Yes","Being used at time of visit. Could not move to view nameplate","Living Room_1","Living Room"
"Appliance_00001130","SITE_00394","Room_00009101","Audio Equipment","No",,"Unknown","Unknown","Harman/Kardon","AVR 700","Unknown",5.0000,,"Yes","Yes","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001131","SITE_00394","Room_00009106","Audio Equipment","No",,"Unknown","TT3IA031643","Panasonic","Sb-FS803A","Unknown",4.0000,,"Yes","Yes","No","No","N/A","Bedroom_1","Bedroom"
"Appliance_00001132","SITE_00394","Room_00009113","Audio Equipment","No",,"Unknown","Unknown","RCA","RS2657","Unknown",4.0000,,"Yes","No","No","No","N/A","Bedroom_3","Bedroom"
"Appliance_00001133","SITE_00394","Room_00009114","Audio Equipment","No",,"Unknown","Unknown","Ihome","Unknown","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_4","Bedroom"
"Appliance_00001108","SITE_00396","Room_00009124","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-108","No",5.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001134","SITE_00397","Room_00009155","Audio Equipment","No",,"Unknown","Unknown","Creative","Inspire 4.1 4400","Unknown",3.0000,,"Yes","No","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001124","SITE_00397","Room_00009147","Audio Equipment","No",,"Unknown","Unknown","Creative","Inspire 4.1 4400","Unknown",5.0000,,"Yes","No","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001125","SITE_00397","Room_00009149","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",1.0000,,"No","N/A","No","No","Could not access","Bedroom_7","Bedroom"
"Appliance_00001145","SITE_00398","Room_00009165","Audio Equipment","No",,"Unknown","168161","RCA","RP8530A","No",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001328","SITE_00401","Room_00009232","Audio Equipment","No",1992,,"N/A","Sony","STR-D590","Unknown",2.0000,,"No","N/A","No","Yes","N/A","Family Room_2","Family Room"
"Appliance_00001127","SITE_00403","Room_00009251","Audio Equipment","No",,"Unknown","Unknown","Yamaha","AX-592","Unknown",4.0000,,"No","N/A","No","Unknown","N/A","Living Room_1","Living Room"
"Appliance_00001128","SITE_00403","Room_00009262","Audio Equipment","No",,"Unknown","Unknown","Memorex","MP3851BLK","Unknown",1.0000,,"No","N/A","No","No","N/A","Bedroom_4","Bedroom"
"Appliance_00001129","SITE_00403","Room_00009252","Audio Equipment","No",,"Unknown","Unknown","Acurus","ACt3","Unknown",5.0000,,"Yes","No","No","Unknown","N/A","Bedroom_1","Bedroom"
"Appliance_00001142","SITE_00404","Room_00009277","Audio Equipment","No",,"Unknown","Unknown","Sony","Cods05","No",1.0000,,"No","N/A","No","No","Boom box","Kitchen_1","Kitchen"
"Appliance_00001113","SITE_00405","Room_00009297","Audio Equipment","No",,"Unknown","Unknown","Logitech","Unknown","Unknown",5.0000,,"Yes","No","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001126","SITE_00406","Room_00009310","Audio Equipment","No",,"Unknown","Unknown","Sony","Unknown","Unknown",2.0000,,"No","N/A","No","No","N/A","Bedroom_2","Bedroom"
"Appliance_00001154","SITE_00408","Room_00009362","Audio Equipment","No",,"Unknown","Unknown","Yamaha","ats-1060","Unknown",1.0000,,"No","N/A","Unknown","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001110","SITE_00413","Room_00009418","Audio Equipment","No",,"Unknown","Unknown","Insignia","Unknown","No",1.0000,,"No","N/A","No","Yes","Sound bar","Living Room_1","Living Room"
"Appliance_00001111","SITE_00413","Room_00009419","Audio Equipment","No",,"Unknown","Unknown","SoundDesign","Unknown","No",3.0000,,"No","N/A","No","Yes","N/A","Bedroom_3","Bedroom"
"Appliance_00001151","SITE_00416","Room_00009466","Audio Equipment","No",,"Unknown","31263660","Sharp","CDDH950P","No",3.0000,,"No","N/A","No","No","N/A","Bedroom_6","Bedroom"
"Appliance_00001149","SITE_00416","Room_00009452","Audio Equipment","No",,"Unknown","9905801","TEAC","CD-X60i","Unknown",4.0000,,"Yes","Yes","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001059","SITE_00421","Room_00009525","Audio Equipment","No",,"Unknown","Unknown","Samsung","HT-Q40","Unknown",3.0000,,"Yes","Yes","Unknown","Yes","Also plays dvds. Sub is warm because system is on at time of documentation","Living Room_1","Living Room"
"Appliance_00001329","SITE_00425","Room_00009573","Audio Equipment","No",,"Unknown","WQ3LA001455","Panasonic","Rx-d24","Unknown",1.0000,,"No","N/A","No","No","N/A","Kitchen_1","Kitchen"
"Appliance_00001035","SITE_00428","Room_00009617","Audio Equipment","No",,"Unknown","Unknown","Realistic","Unknown","No",2.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00000689","SITE_00429","Room_00009634","Audio Equipment","No",,"Unknown","Unknown","Sony","Cfd-30","No",1.0000,,"No","N/A","No","No","N/A","Family Room_1","Family Room"
"Appliance_00001060","SITE_00432","Room_00009656","Audio Equipment","No",,"Unknown","Unknown","Sony","STR-K750P","No",4.0000,,"Yes","Yes","No","Yes","N/A","Bedroom_6","Bedroom"
"Appliance_00001033","SITE_00439","Room_00009722","Audio Equipment","No",,"Unknown","HA104H373A0158","RCA","Rs2130i","Yes",3.0000,,"No","N/A","No","No","N/A","Living Room_1","Living Room"
"Appliance_00001048","SITE_00440","Room_00009727","Audio Equipment","No",,"Unknown","Unknown","Altec-Lansing","Unknown","Unknown",3.0000,,"Yes","No","No","No","Could not access plug","Living Room_1","Living Room"
"Appliance_00001049","SITE_00440","Room_00009727","Audio Equipment","No",,"Unknown","Unknown","Pioneer","VSX-91TXH","Unknown",5.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001024","SITE_00450","Room_00009820","Audio Equipment","Yes",2013,,"N/A","Insignia","NS-SB212","Unknown",1.0000,,"No","N/A","No","Yes","N/A","Living Room_1","Living Room"
"Appliance_00001050","SITE_00460","Room_00009899","Audio Equipment","No",,"Unknown","Unknown","RCA","Unknown","No",1.0000,,"No","N/A","No","Yes","Sound bar","Living Room_1","Living Room"
