"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary","Stove Fuel","Oven Fuel","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00014707","SITE_00128","Room_00007536","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014638","SITE_00129","Room_00007553","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014879","SITE_00130","Room_00007556","Stove/Oven","No",,"Unknown","F33879245","Frigidaire","Ffef3015lsm","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014665","SITE_00131","Room_00007562","Stove/Oven","No",,"Unknown","SZ101135R","Hotpoint","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014204","SITE_00133","Room_00007569","Stove/Oven","No",,"Unknown","Unknown","Kenmore","790.78763406","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013860","SITE_00134","Room_00007594","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","JGS968SOH3SS","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013774","SITE_00135","Room_00007609","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","Reg36aw*3","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013913","SITE_00136","Room_00007613","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013914","SITE_00137","Room_00007627","Stove/Oven","Yes",2015,,"N/A","Samsung","Nx58h5600ss","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013915","SITE_00138","Room_00007641","Stove/Oven","No",1968,,"54C66074","Frigidaire","RBE-94N","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013916","SITE_00138","Room_00007641","Stove/Oven","No",,"Unknown","Unknown","General Electric","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013917","SITE_00139","Room_00007655","Stove/Oven","No",2014,,"TD615918Q","General Electric","PT7550EH1ES","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013918","SITE_00139","Room_00007655","Stove/Oven","No",,"Unknown","Unknown","Jenn Air","Unknown","No","Yes","Propane","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014198","SITE_00140","Room_00007676","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014219","SITE_00141","Room_00007684","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","Unknown","Unknown","Yes","Gas","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014642","SITE_00142","Room_00007700","Stove/Oven","No",1992,,"FB4511551","Whirlpool","RF315PXYW0","No","Yes","Electric","Electric","No","N/A","Kitchen_4","Kitchen"
"Appliance_00014647","SITE_00142","Room_00007706","Stove/Oven","Yes",2004,,"N/A","Kenmore","790.46359400","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014501","SITE_00143","Room_00007715","Stove/Oven","No",2013,,"NF31710805","Electrolux","PLCS389CCB","Unknown","Yes","Gas","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00013769","SITE_00144","Room_00007742","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","KSGG700ESS0","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013919","SITE_00145","Room_00007748","Stove/Oven","No",,"Unknown","RS127994R","Hotpoint","R B536D P1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013780","SITE_00146","Room_00007759","Stove/Oven","Yes",2012,,"N/A","Samsung","Fx5108gs","No","Yes","Gas","Gas","No","N/A","Living Room_1","Living Room"
"Appliance_00013781","SITE_00146","Room_00007763","Stove/Oven","Yes",2012,,"N/A","Samsung","Ne595r0absr","No","No","Gas","Gas","No","N/A","Living Room_2","Living Room"
"Appliance_00013846","SITE_00147","Room_00007775","Stove/Oven","Unknown",,"Unknown","Unknown","Jenn Air","Jes9800aas","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013920","SITE_00148","Room_00007795","Stove/Oven","No",2016,,"AG235904Q","General Electric","Jb630rf4ss","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013921","SITE_00149","Room_00007802","Stove/Oven","No",,"Unknown","Unknown","Thermador","Unknown","No","Yes","Gas","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00023183","SITE_00150","Room_00025876","Stove/Oven","No",,"Unknown","475460PT","Jenn-Air","D140","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00013822","SITE_00151","Room_00007830","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","FES300WCW-B","No","Yes","Electric","Electric","No","N/A","Living Room_1","Living Room"
"Appliance_00014649","SITE_00152","Room_00007844","Stove/Oven","Yes",2012,,"N/A","Samsung","Ne594r0absr/aa","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013922","SITE_00153","Room_00007852","Stove/Oven","No",2002,,"XM2007041","KitchenAid","KECC508GWH3","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013923","SITE_00153","Room_00007852","Stove/Oven","No",1973,,"TP606370G","General Electric","J K250R1HT","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013778","SITE_00154","Room_00007876","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","Fefl79dsa","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013924","SITE_00155","Room_00007890","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Unknown","No","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013925","SITE_00155","Room_00007890","Stove/Oven","No",2010,,"DF04400212","Frigidaire","REG94BF*1","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013834","SITE_00156","Room_00007907","Stove/Oven","Unknown",,"Unknown","Unknown","Electrolux","EW30EF65GSH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013833","SITE_00158","Room_00007930","Stove/Oven","Unknown",,"Unknown","Unknown","LG","LRE3083SB","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013807","SITE_00159","Room_00007939","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Jbp48wob2ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013926","SITE_00160","Room_00007955","Stove/Oven","No",,"Unknown","Unknown","Frigidaire","Ffgf3035lsf","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013927","SITE_00161","Room_00007971","Stove/Oven","No",2016,,"TG139675H","Hotpoint","RB532GR2AD","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014201","SITE_00162","Room_00007974","Stove/Oven","No",,"Unknown","Unknown","KitchenAid","KEBC177KWH04","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014202","SITE_00162","Room_00007974","Stove/Oven","No",,"Unknown","Unknown","Thermador","Unknown","Unknown","Yes","Gas","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013928","SITE_00163","Room_00007987","Stove/Oven","No",1979,,"SE55970739","Amana","Arr-305-l","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013835","SITE_00164","Room_00008006","Stove/Oven","Unknown",,"Unknown","Unknown","General Electric","Unknown","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013836","SITE_00164","Room_00008006","Stove/Oven","Unknown",,"Unknown","Unknown","Hotpoint","20RJ85B","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014500","SITE_00165","Room_00008021","Stove/Oven","No",,"Unknown","7L60521","Florence","ES449LG","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013861","SITE_00166","Room_00008029","Stove/Oven","Unknown",,"Unknown","Unknown","Maytag","SCG20200W","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014200","SITE_00167","Room_00008043","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013929","SITE_00168","Room_00008056","Stove/Oven","No",,"Unknown","Unknown","General Electric","R B757W J4WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013740","SITE_00169","Room_00008066","Stove/Oven","Unknown",,"Unknown","Unknown","Thermador","Unknown","Unknown","Yes","Gas","Electric","No","Stove/Oven: Could not locate nameplate","Kitchen_1","Kitchen"
"Appliance_00013785","SITE_00170","Room_00008074","Stove/Oven","Unknown",,"Unknown","Unknown","Whirlpool","Gy397lxuq03","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013930","SITE_00171","Room_00008093","Stove/Oven","No",,"Unknown","Unknown","Wolf","Unknown","No","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013790","SITE_00172","Room_00008124","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","FGES3065PFF","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013791","SITE_00172","Room_00008124","Stove/Oven","Unknown",,"Unknown","Unknown","Frigidaire","FGEW3065PFC","No","No","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014222","SITE_00173","Room_00008130","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","KDSS907SSS05","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013724","SITE_00174","Room_00008149","Stove/Oven","Unknown",,"Unknown","Unknown","Jenn Air","JES9800BAS","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013764","SITE_00176","Room_00008175","Stove/Oven","Unknown",,"Unknown","Unknown","Roper","Fes350bl","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00013931","SITE_00177","Room_00008188","Stove/Oven","No",2007,,"RM231299R","Hotpoint","R B790B K3BB","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014651","SITE_00178","Room_00008205","Stove/Oven","No",2012,,"GZ2 44940Q","General Electric","J bp35d m2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022934","SITE_00179","Room_00008213","Stove/Oven","No",,"Unknown","RD237907R","Hotpoint","RB757WC4WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014881","SITE_00180","Room_00025541","Stove/Oven","No",,"Unknown","Unknown","Spectra","JBP24B0B4WH","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014882","SITE_00181","Room_00025549","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","R-A513-OJ2WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014883","SITE_00182","Room_00025557","Stove/Oven","No",,"Unknown","Unknown","Jenn Air","S156W","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014884","SITE_00184","Room_00025588","Stove/Oven","No",,"Unknown","Unknown","Samsung","Unknown","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012777","SITE_00185","Room_00000014","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Gs465leks","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014885","SITE_00186","Room_00025610","Stove/Oven","No",,"Unknown","Unknown","General Electric","JGBP33SEL2SS","Unknown","Yes","Gas","Gas","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014886","SITE_00187","Room_00025622","Stove/Oven","No",,"Unknown","Unknown","Amana","ARTS6650WW","Unknown","Yes","Electric","Electric","No","Stove/Oven: Couldn't get year","Kitchen_1","Kitchen"
"Appliance_00014887","SITE_00188","Room_00025640","Stove/Oven","No",,"Unknown","Unknown","General Electric","J BP65M0K1BS","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014888","SITE_00189","Room_00025647","Stove/Oven","No",,"Unknown","Unknown","Maytag","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014880","SITE_00190","Room_00025526","Stove/Oven","No",,"Unknown","Unknown","General Electric","JBP75G S3WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00012778","SITE_00191","Room_00000027","Stove/Oven","No",,"Unknown","Unknown","Kenmore","790.94038700","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014889","SITE_00192","Room_00025662","Stove/Oven","No",,"Unknown","Unknown","Whirlpool","Unknown","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014822","SITE_00193","Room_00008219","Stove/Oven","No",,"Unknown","RD1188","Hotpoint","Rb5240t1hw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014518","SITE_00194","Room_00008227","Stove/Oven","No",1993,,"FC5101013","Roper","FEP350BL","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014542","SITE_00195","Room_00008234","Stove/Oven","No",2017,,"DH205215G","General Electric","Jbp24gr3ad","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014529","SITE_00196","Room_00008245","Stove/Oven","No",1991,,"18C101124239","Crosley","Cew3d1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014519","SITE_00197","Room_00008255","Stove/Oven","No",2009,,"RT4161892","Whirlpool","RF111PXSQ","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014520","SITE_00198","Room_00008263","Stove/Oven","No",2012,,"R21681086","Amana","AER3311WAW1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014523","SITE_00199","Room_00008277","Stove/Oven","No",,"Unknown","Unknown","Hotpoint","RB525DP1WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014528","SITE_00200","Room_00008293","Stove/Oven","No",,"Unknown","Unknown","Maytag","Unknown","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014525","SITE_00201","Room_00008313","Stove/Oven","No",,"Unknown","LF262112R","Hotpoint","Rb526d h1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014527","SITE_00202","Room_00008327","Stove/Oven","Yes",2017,,"N/A","Samsung","Ne59j7630sw","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014526","SITE_00203","Room_00008343","Stove/Oven","No",2011,,"MV206123H","Hotpoint","Rb757bb1wh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014590","SITE_00204","Room_00008351","Stove/Oven","No",2017,,"LH284472R","Hotpoint","R B757W H1WW","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014599","SITE_00205","Room_00008359","Stove/Oven","No",,"Unknown","SM147427R","Hotpoint","RB526H3WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014857","SITE_00206","Room_00008369","Stove/Oven","No",2010,,"FT227040Q","General Electric","Jbp23dn1ww","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014854","SITE_00207","Room_00008377","Stove/Oven","No",2016,,"HG240417R","Hotpoint","Rb740bh1wh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014855","SITE_00208","Room_00008384","Stove/Oven","No",1972,,"GN203111G","General Electric","J500x02h1","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00022935","SITE_00209","Room_00008391","Stove/Oven","No",,"Unknown","DH2423710","GE","JBP26B0H2BB","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014853","SITE_00210","Room_00008398","Stove/Oven","No",2017,,"HH123877H","Hotpoint","Rb532g 1swh","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014858","SITE_00211","Room_00008407","Stove/Oven","No",,"Unknown","DZ05351","General Electric","J 33802WH","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014890","SITE_00212","Room_00008410","Stove/Oven","No",2012,,"GA208118R","Hotpoint","R B526D P1WW","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014891","SITE_00213","Room_00008427","Stove/Oven","No",,"Unknown","HT145892R","Hotpoint","Rb526dp1wwht","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014792","SITE_00214","Room_00008429","Stove/Oven","No",,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014815","SITE_00215","Room_00008438","Stove/Oven","No",2009,,"VS400320Q","General Electric","Jdp39dn2ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014892","SITE_00216","Room_00008455","Stove/Oven","No",,"Unknown","VF31722682","Frigidaire","Fef352ase","No","Yes","Electric","Electric","No","N/A","Kitchen_2","Kitchen"
"Appliance_00014819","SITE_00217","Room_00008459","Stove/Oven","No",2012,,"FZ112004R","General Electric","R b526d p1ww","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014521","SITE_00218","Room_00008466","Stove/Oven","No",2010,,"D00549790","Whirlpool","RMC305PVS01","No","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014522","SITE_00218","Room_00008466","Stove/Oven","No",,"Unknown","Unknown","Electrolux","Unknown","Unknown","Yes","Electric","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014585","SITE_00219","Room_00008497","Stove/Oven","No",,"Unknown","Unknown","Viking","Unknown","Unknown","Yes","Propane","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014586","SITE_00219","Room_00008497","Stove/Oven","Yes",2008,,"N/A","Electrolux","Ew30ew65gs1","No","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014592","SITE_00220","Room_00008521","Stove/Oven","No",2011,,"391070088151001631","Thermador","PCG366G/04","Unknown","Yes","Gas","No oven","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014593","SITE_00220","Room_00008521","Stove/Oven","No",,"Unknown","Unknown","Thermador","MEMC301ES/10","Unknown","Yes","No Stove","Electric","No","N/A","Kitchen_1","Kitchen"
"Appliance_00014589","SITE_00221","Room_00008539","Stove/Oven","No",1985,,"15C551164278","Magic Chef","35EA-7","Unknown","Yes","Electric","Electric","No","N/A","Kitchen_1","Kitchen"
