Table Name,Column Name,Position,Data Description,Units,Sample Data,DataType,MaxLength,MSAccessDataType
Lighting.csv,EISA Status,25,A flag to indicate whether a particular lighting entry is EISA-compliant,,"Noncompliant; 
Compliant; 
Exempt; 
Unknown; 
Empty Socket; 
Noncompliant",varchar,255,Char
Mechanical_BathroomVent.csv,PK_Mechanical_ID,1,Mechanical ID key. Each mechanical component has a unique value ,,"Mechanical_00000255; 
Mechanical_00000256; 
Mechanical_00000258; 
Mechanical_00000263; 
Mechanical_00000264; 
Mechanical_00000265",varchar,255,Char
Mechanical_BathroomVent.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00185; 
SITE_00233; 
SITE_00234; 
SITE_00235; 
SITE_00236; 
SITE_00242",varchar,255,Char
Mechanical_BathroomVent.csv,System Type,3,Defines the type of system,,"Bathroom Vent; 
Bathroom Vent; 
Bathroom Vent; 
Bathroom Vent; 
Bathroom Vent; 
Bathroom Vent",varchar,255,Char
Mechanical_BathroomVent.csv,Ventilation Grade,4,The ventilation grade for the bathroom vent,,"Panasonic or equivalent; 
Builder Grade; 
Unknown; 
Panasonic or equivalent; 
Builder Grade; 
Unknown",varchar,255,Char
Mechanical_BathroomVent.csv,Ventilation Working,5,Indicates whether the bathroom ventilation system works,,"Yes; 
No; 
Unknown; 
Yes; 
No; 
Unknown",varchar,255,Char
Mechanical_BathroomVent.csv,Ventilation Controls,6,The ventilation controls for the bathroom vent,,"Manual Switch; 
Motion sensor; 
Timer; 
Continuous; 
Variable Speed; 
Unknown",varchar,255,Char
Mechanical_BathroomVent.csv,Ventilation Use,7,The amount of use for the bathroom vent,,"0.5; 
1; 
0.2; 
0.25; 
2; 
1.5",decimal,9,Double
Mechanical_BathroomVent.csv,Ventilation Use_notes,8,Provides a description of the NULL values in the Ventilation Use field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Mechanical_BathroomVent.csv,Ventilation Use Units,9,The units for Ventilation Use,,"Hours per day; 
Hours per day; 
Hours per day; 
Hours per day; 
Hours per day; 
Hours per day",varchar,255,Char
Mechanical_BathroomVent.csv,Notes,10,Notes pertaining to the bathroom ventilation,,"Laundry room vent; 
Has light can't access; 
Guest bath; 
Turns on with light; 
Laundry; 
Basement bathroom",varchar,1000,LongChar
Mechanical_BlowerDoor.csv,PK_Mechanical_ID,1,Mechanical ID key. Each mechanical component has a unique value ,,"Mechanical_00013015; 
Mechanical_00013016; 
Mechanical_00013017; 
Mechanical_00013018; 
Mechanical_00013020; 
Mechanical_00013021",varchar,255,Char
Mechanical_BlowerDoor.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00244; 
SITE_00251; 
SITE_00254; 
SITE_00256; 
SITE_00262; 
SITE_00266",varchar,255,Char
Mechanical_BlowerDoor.csv,Blower Door Trials,3,"Number of blower door trials. If the blower door flow exponent fell outside of the range of 0.5 - 0.75 after the first trial, a second trial was performed",,"1; 
2; 
1; 
2; 
1; 
2",int,4,Integer
Mechanical_BlowerDoor.csv,Blower Door Trials_notes,4,Provides a description of the NULL values in the Blower Door Trials field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: Location,5,Denotes the location of the blower door for the first trial,,"Front Door; 
Side Door; 
Front; 
Back Door; 
Garage Door; 
East",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: Windy,6,Indicates whether it was windy for the first trial,,"No; 
Yes; 
No; 
Yes; 
No; 
Yes",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: Unusual Conditions,7,Documents any unusual conditions for the first trial,,"Lite breeze; 
Large doorway stretched canvas to its limit.; 
Rainy; 
Really windy; 
Attic door would not stay closed; 
Pet door cover was off",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P25 Ring Size,8,Denotes the installed ring for the 25 Pascal reading of the first trial ,,"A; 
B; 
A; 
B; 
A; 
B",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P25 House Pressure,9,Denotes the house pressure for the 25 Pascal reading of the first trial,Pascals,"24.1; 
24.8; 
-25.1; 
24.4; 
-25; 
25.5",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P25 House Pressure_notes,10,Provides a description of the NULL values in the First Trial: P25 House Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P25 Fan Pressure,11,Denotes the fan pressure for the 25 Pascal reading of the first trial,Pascals,"83.4; 
74.4; 
-67.4; 
89.5; 
74.9; 
-171.4",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P25 Fan Pressure_notes,12,Provides a description of the NULL values in the First Trial: P25 Fan Pressure field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P25 CFM,13,Denotes the airflow in cubic feet per minute for the 25 Pascal reading of the first trial,CFM,"1640; 
1552; 
1483; 
1750; 
537; 
795",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P25 CFM_notes,14,Provides a description of the NULL values in the First Trial: P25 CFM field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P50 Ring Size,15,Denotes the installed ring for the 50 Pascal reading of the first trial ,,"A; 
B; 
A; 
B; 
A; 
B",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P50 House Pressure,16,Denotes the house pressure for the 50 Pascal reading of the first trial,Pascals,"50.1; 
50.6; 
-50.5; 
49.7; 
50.2; 
-50.1",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P50 House Pressure_notes,17,Provides a description of the NULL values in the First Trial: P50 House Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P50 Fan Pressure,18,Denotes the fan pressure for the 50 Pascal reading of the first trial,Pascals,"28; 
172.2; 
-172.5; 
37.5; 
229.4; 
-46",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P50 Fan Pressure_notes,19,Provides a description of the NULL values in the First Trial: P50 Fan Pressure field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: P50 CFM,20,Denotes the airflow in cubic feet per minute for the 50 Pascal reading of the first trial,CFM,"2575; 
2360; 
2325; 
2944; 
872; 
1215",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: P50 CFM_notes,21,Provides a description of the NULL values in the First Trial: P50 CFM field,,"N/A; 
N/A; 
N/A; 
N/A; 
N/A; 
N/A",varchar,255,Char
Mechanical_BlowerDoor.csv,First Trial: Notes,22,Provides any notes about the first blower door trial,,"Extremely leaky gaps and holes throughout house. One cut out gap for lamp to heat outside water pump.; 
Window ac units were taped up she worked to hard to put them in used duct mask; 
Don't know; 
Giant swamp cooler in window. Would not achieve realistic data.; 
One occupant was said to have sports induced asthma. Unknown insulation type in old attic.; 
Secured dog door in garage",varchar,1000,LongChar
Mechanical_BlowerDoor.csv,First Trial: Flow Coefficient,23,"Provides the calculated flow needed to change the pressure by 1 Pascal, which is used along with the flow exponent to calculate flow at 50 Pascals.",,"230.592; 
235.14; 
186.593; 
158.359; 
62.758; 
111.528",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: Flow Coefficient_notes,24,Provides a description of the NULL values in the First Trial: Flow Coefficient field,,,float,8,Double
Mechanical_BlowerDoor.csv,First Trial: Q50,25,Denotes the airflow in cubic feet per minute for the 50 Pascal reading of the first trial,CFM,"2571.83; 
2343.51; 
2310.17; 
2957.29; 
869.664; 
1213.52",decimal,9,Double
Mechanical_BlowerDoor.csv,First Trial: Q50_notes,26,Provides a description of the NULL values in the First Trial: Q50 field,,,float,8,Double
Mechanical_BlowerDoor.csv,First Trial: ACH50,27,Provides the calculated air changes per hour at 50 Pascals,ACH,"9.8424; 
13.1781; 
20.9412; 
18.0506; 
5.5987; 
7.2105",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: Location,28,Denotes the location of the blower door for the second trial,,"Front Door; 
Front; 
Side Door; 
Front Door.; 
Back; 
Door To Unconditioned Entryway",varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: Windy,29,Indicates whether it was windy for the second trial,,"Yes; 
No; 
Yes; 
No; 
Yes; 
No",varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: Unusual Conditions,30,Documents any unusual conditions for the second trial,,"Really windy; 
Rainy; 
Really windy; 
Rainy; 
Really windy; 
Rainy",varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P25 Ring Size,31,Denotes the installed ring for the 25 Pascal reading of the second trial ,,"B; 
A; 
B; 
A; 
B; 
A",varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P25 House Pressure,32,Denotes the house pressure for the 25 Pascal reading of the second trial,Pascals,"25.1; 
24.4; 
25.2; 
24.7; 
24.5; 
-24.9",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P25 House Pressure_notes,33,Provides a description of the NULL values in the Second Trial: P25 House Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P25 Fan Pressure,34,Denotes the fan pressure for the 25 Pascal reading of the second trial,Pascals,"116.5; 
31.8; 
158.6; 
118.1; 
188.4; 
143.8",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P25 Fan Pressure_notes,35,Provides a description of the NULL values in the Second Trial: P25 Fan Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P25 CFM,36,Denotes the airflow in cubic feet per minute for the 25 Pascal reading of the second trial,CFM,"683; 
2720; 
748; 
646; 
2436; 
720",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P25 CFM_notes,37,Provides a description of the NULL values in the Second Trial: P25 CFM field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P50 Ring Size,38,Denotes the installed ring for the 50 Pascal reading of the second trial ,,"A; 
B; 
A; 
B; 
A; 
B",varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P50 House Pressure,39,Denotes the house pressure for the 50 Pascal reading of the second trial,Pascals,"50.6; 
49.5; 
49.2; 
50.4; 
49.7; 
48.6",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P50 House Pressure_notes,40,Provides a description of the NULL values in the Second Trial: P50 House Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P50 Fan Pressure,41,Denotes the fan pressure for the 50 Pascal reading of the second trial,Pascals,"38.6; 
77.5; 
49.5; 
32.1; 
45.7; 
34.3",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P50 Fan Pressure_notes,42,Provides a description of the NULL values in the Second Trial: P50 Fan Pressure field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: P50 CFM,43,Denotes the airflow in cubic feet per minute for the 50 Pascal reading of the second trial,CFM,"1067; 
1615; 
1280; 
1061; 
3289; 
1062",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: P50 CFM_notes,44,Provides a description of the NULL values in the Second Trial: P50 CFM field,,,varchar,255,Char
Mechanical_BlowerDoor.csv,Second Trial: Notes,45,Provides any notes about the second blower door trial,,"Numbers were all over the place; 
Sealed dog door with solid plate and re-tightened frame; 
Attempted test twice. Could not get a reasonable result.; 
L; 
Reran with dog door closed; 
Try 2 - all windows and doors shut, no air moving thru ducts. Not sure why this isnt working.",varchar,1000,LongChar
Mechanical_BlowerDoor.csv,Second Trial: Flow Exponent,46,Provides the calculated flow exponent (n) for the second trial,,"0.63632; 
-0.73693; 
0.79821; 
0.71582; 
0.42938; 
0.56743",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: Flow Exponent_notes,47,Provides a description of the NULL values in the Second Trial: Flow Exponent field,,,float,8,Double
Mechanical_BlowerDoor.csv,Second Trial: Flow Coefficient,48,"Provides the calculated flow needed to change the pressure by 1 Pascal, which is used along with the flow exponent to calculate flow at 50 Pascals.",,"87.8587; 
91.0681; 
57.1052; 
64.1334; 
614.717; 
117.242",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: Flow Coefficient_notes,49,Provides a description of the NULL values in the Second Trial: Flow Coefficient field,,,float,8,Double
Mechanical_BlowerDoor.csv,Second Trial: Q50,50,Denotes the airflow in cubic feet per minute for the 50 Pascal reading of the second trial,CFM,"1058.93; 
5.09734; 
1296.59; 
1054.97; 
3297.51; 
1079.25",decimal,9,Double
Mechanical_BlowerDoor.csv,Second Trial: Q50_Notes,51,Provides a description of the NULL values in the Second Trial: Q50 field,,,float,8,Double
Mechanical_BlowerDoor.csv,Second Trial: ACH50,52,Provides the calculated air changes per hour at 50 Pascals,ACH,"5.2618; 
0.0148; 
6.2426; 
2.725; 
7.9404; 
8.8754",decimal,9,Double
Mechanical_BlowerDoor.csv,Conditioned Volume,53,Provides the volume of the conditioned volume of the residence in cubic feet,Cubic feet,"15678; 
10670; 
6619; 
9830; 
9320; 
10098",decimal,9,Double
Mechanical_BlowerDoor.csv,Conditioned Volume_notes,54,Provides a description of the NULL values in the Conditioned Volume field,,,float,8,Double
Mechanical_BlowerDoor.csv,Building Height,55,"The number of floors above grade. The inclusion of a half storey (e.g., 1.5 floors) may indicate the presence of a daylight basement, a living space built into the attic, or a split-level home",,"1; 
2.5; 
1.5; 
2; 
3+; 
N/A",varchar,250,Char
Mechanical_BlowerDoor.csv,Site Location,56,Provides the city and state for the residence,,"Rigby, ID; 
NAMPA, ID; 
Boise, ID; 
Menan, ID; 
Post Falls, ID; 
idaho falls, ID",varchar,250,Char
Mechanical_CentralVent.csv,PK_Mechanical_ID,1,Mechanical ID key. Each mechanical component has a unique value ,,"Mechanical_00003700; 
Mechanical_00003701; 
Mechanical_00003702; 
Mechanical_00003703; 
Mechanical_00003704; 
Mechanical_00003705",varchar,255,Char
Mechanical_CentralVent.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"SITE_00250; 
SITE_00265; 
SITE_00383; 
SITE_00929; 
SITE_00983; 
SITE_01432",varchar,255,Char
Mechanical_CentralVent.csv,System Type,3,Defines the type of system,,"Central Vent; 
Central Vent; 
Central Vent; 
Central Vent; 
Central Vent; 
Central Vent",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Grade,4,The ventilation grade for the central vent,,"Panasonic or equivalent; 
Builder Grade; 
Unknown; 
N/A; 
Panasonic or equivalent; 
Builder Grade",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Type,5,The ventilation type for the central vent,,"Non-controlled; 
Controlled; 
Unknown; 
Non-controlled; 
Controlled; 
Unknown",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Working,6,Indicates whether the central ventilation system works,,"Yes; 
No; 
Unknown; 
Yes; 
No; 
Unknown",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Controls,7,The ventilation controls for the central vent,,"Continuous; 
Manual Switch; 
Variable Speed; 
Temperature; 
Timer; 
Unknown",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Use,8,The amount of use for the central vent,,"24; 
0.5; 
3; 
17; 
1; 
16",decimal,9,Double
Mechanical_CentralVent.csv,Ventilation Use_notes,9,Provides a description of the NULL values in the Ventilation Use field,,"Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown; 
Unknown",varchar,255,Char
Mechanical_CentralVent.csv,Ventilation Use Units,10,The units for Ventilation Use,,"Hours per day; 
Hours per day; 
Hours per day; 
Hours per day; 
Hours per day; 
Hours per day",varchar,255,Char
Mechanical_Cooling.csv,PK_Mechanical_ID,1,Mechanical ID key. Each mechanical component has a unique value ,,"Mechanical_00000003; 
Mechanical_00000004; 
Mechanical_00000006; 
Mechanical_00000007; 
Mechanical_00000008; 
Mechanical_00000009",varchar,255,Char
Mechanical_Cooling.csv,CK_SiteID,2,Site ID key. Each site has a unique value. This key can be used to map to other datasets,,"BLDG_00076; 
BLDG_00221; 
SITE_00239; 
SITE_00245; 
SITE_00246; 
SITE_00248",varchar,255,Char
Mechanical_Cooling.csv,System Type,3,Defines the type of system,,"Air Handler; 
Air Source Heat Pump; 
Central AC; 
Evaporative Cooling; 
Packaged AC; 
Geothermal Heat Pump",varchar,255,Char
Mechanical_Cooling.csv,System Sub-Type,4,Defines the system sub-type,,"N/A; 
Dual Fuel Primary; 
Dual Fuel Secondary; 
Portable Air Conditioner; 
Ground Loop; 
Water Loop",varchar,255,Char
Mechanical_Cooling.csv,Quantity,5,Quantity of equipment,,"1; 
2; 
3; 
1; 
2; 
3",int,4,Integer
Mechanical_Cooling.csv,Quantity_notes,6,Provides a description of the NULL values in the Quantity field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Primary Cooling System,7,Indicates whether or not the equipment is the primary cooling system,,"N/A; 
Unknown; 
Yes; 
No; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Control Type,8,The type of control for the system,,"N/A; 
Unknown; 
Programmable Thermostat; 
Manual Thermostat - Analog; 
Manual Thermostat - Digital; 
Smart/Wi-Fi Thermostat",varchar,255,Char
Mechanical_Cooling.csv,Zones Served,9,Zones served by the system,,"N/A; 
Unknown; 
Whole Home; 
Other; 
Upstairs; 
Downstairs",varchar,255,Char
Mechanical_Cooling.csv,Cooling Fuel,10,The fuel used by the cooling system,,"DX; 
Electric; 
Unknown; 
N/A; 
DX; 
Electric",varchar,255,Char
Mechanical_Cooling.csv,Cooling Capacity,11,The cooling capacity of the system,"Varies, see column for capacity units","35800; 
24000; 
33591.67; 
42000; 
30000; 
22630",decimal,9,Double
Mechanical_Cooling.csv,Cooling Capacity_notes,12,Provides a description of the NULL values in the Cooling Capacity field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,Cooling Capacity Units,13,The units used for cooling capacity,,"N/A; 
Btuh; 
N/A; 
Btuh; 
N/A; 
Btuh",varchar,255,Char
Mechanical_Cooling.csv,Cooling Capacity Type,14,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Nominal; 
Average; 
Unknown; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,SEER,15,The Seasonal Energy Efficiency Ratio of the system,SEER,"14.5; 
10.5; 
10; 
11; 
13; 
12",decimal,9,Double
Mechanical_Cooling.csv,SEER_notes,16,Provides a description of the NULL values in the SEER field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,SEER Type,17,"The type of SEER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Nominal; 
Average; 
Rated; 
Unknown; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,EER,18,The. Energy Efficiency Ratio of the system,EER,"12.5; 
9; 
9.5; 
9.32; 
10.25; 
11.7",decimal,9,Double
Mechanical_Cooling.csv,EER_notes,19,Provides a description of the NULL values in the EER field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,EER Type,20,"The type of EER reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Nominal; 
Average; 
Rated; 
Unknown; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,COP,21,The Coefficient of Performance of the system,COP,"3.17; 
2.33; 
2.26; 
3.2; 
3.39; 
3.07",decimal,9,Double
Mechanical_Cooling.csv,COP_notes,22,Provides a description of the NULL values in the COP field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,COP Type,23,"The type of COP reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Unknown; 
Rated; 
Average; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Frequency of Use,24,How many days per year the equipment is used,,"N/A; 
Unknown; 
Seldom (1-2x per month); 
All the time (daily / almost daily); 
A little (1-2x per week); 
Almost never (1-2x per year)",varchar,255,Char
Mechanical_Cooling.csv,Distribution Type,25,The type of distribution for the system,,"Unknown; 
N/A; 
Ducts / Forced Air; 
Unknown; 
N/A; 
Ducts / Forced Air",varchar,255,Char
Mechanical_Cooling.csv,Water or Ground Loop?,26,Indicates whether the geothermal heat pump loop is submerged in the ground or in water (or opens to water),,"N/A; 
Ground Loop; 
Water Loop; 
Unknown; 
N/A; 
Ground Loop",varchar,255,Char
Mechanical_Cooling.csv,Component 1,27,Defines the first component of the system,,"N/A; 
Condenser; 
Packaged AC; 
Furnace; 
Packaged HP; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,Component 1 Make,28,The manufacturer or brand of the first component,,"Unknown; 
Trane; 
Bryant; 
Coleman; 
Goodman; 
Intertherm",varchar,255,Char
Mechanical_Cooling.csv,Component 1 Model,29,The model of the first component,,"Unknown; 
214ana036-d; 
Thjf24s41s3a; 
561cj036-f; 
CKL42-1L; 
Pcsb-30kcrb",varchar,255,Char
Mechanical_Cooling.csv,Component 1 Year of Manufacture on Nameplate,30,Indicates whether the year of manufacture is on the nameplate for the first component,,"Unknown; 
Yes; 
No; 
N/A; 
Unknown; 
Yes",varchar,255,Char
Mechanical_Cooling.csv,Component 1 Year of Manufacture,31,Year of manufacture for the first component,,"2009; 
2015; 
2002; 
2005; 
1997; 
2011",int,4,Integer
Mechanical_Cooling.csv,Component 1 Year of Manufacture_notes,32,Provides a description of the NULL values in the Component 1 Year of Manufacture field,,"Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,Component 1 Serial Number,33,The serial number for the first component,,"Unknown; 
N/A; 
W1G5840816; 
2302E13819; 
508249784; 
3605X88518",varchar,255,Char
Mechanical_Cooling.csv,Component 2,34,Defines the second component of the system,,"N/A; 
Air Handler; 
Furnace; 
Unknown; 
Air Handler (Head 1); 
N/A",varchar,255,Char
Mechanical_Cooling.csv,Component 2 Make,35,The manufacturer or brand of the second component,,"N/A; 
Trane; 
Bryant; 
Coleman; 
Intertherm; 
Lennox",varchar,255,Char
Mechanical_Cooling.csv,Component 2 Model,36,The model of the second component,,"N/A; 
4TGB3f42A1000AA; 
Fx4cnf036000aaaa; 
Eb12e; 
Unknown; 
E3eb-023h",varchar,255,Char
Mechanical_Cooling.csv,Component 2 Year of Manufacture on Nameplate,37,Indicates whether the year of manufacture is on the nameplate for the second component,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
Mechanical_Cooling.csv,Component 2 Year of Manufacture,38,Year of manufacture for the second component,,"2011; 
2003; 
2009; 
2000; 
2015; 
2014",int,4,Integer
Mechanical_Cooling.csv,Component 2 Year of Manufacture_notes,39,Provides a description of the NULL values in the Component 2 Year of Manufacture field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Component 2 Serial Number,40,The serial number for the second component,,"N/A; 
Unknown; 
FD5D302F480107736; 
4500A68789; 
5915L09425; 
5911M02268",varchar,255,Char
Mechanical_Cooling.csv,Component 3,41,Defines the third component of the system,,"N/A; 
Coil; 
Air Handler (Head 2); 
Unknown; 
N/A; 
Coil",varchar,255,Char
Mechanical_Cooling.csv,Component 3 Make,42,The manufacturer or brand of the third component,,"N/A; 
Trane; 
American Standard; 
Lennox; 
Rheem; 
Carrier",varchar,255,Char
Mechanical_Cooling.csv,Component 3 Model,43,The model of the third component,,"N/A; 
4Txcb031Bc3Hcba; 
4Txcb042Bc3Hcaa; 
4Txcc049Bc3Hcba; 
Cx34-38B-6F-3; 
Cx34-49C-6F-1",varchar,255,Char
Mechanical_Cooling.csv,Component 3 Year of Manufacture on Nameplate,44,Indicates whether the year of manufacture is on the nameplate for the third component,,"N/A; 
Yes; 
No; 
Unknown; 
N/A; 
Yes",varchar,255,Char
Mechanical_Cooling.csv,Component 3 Year of Manufacture,45,Year of manufacture for the third component,,"2001; 
2013; 
2014; 
2015; 
2011; 
2016",int,4,Integer
Mechanical_Cooling.csv,Component 3 Year of Manufacture_notes,46,Provides a description of the NULL values in the Component 3 Year of Manufacture field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Component 3 Serial Number,47,The serial number for the third component,,"N/A; 
801KAAE00056; 
MYA063598; 
GRA01019842; 
53E04496; 
3002734",varchar,255,Char
Mechanical_Cooling.csv,Component 4,48,Defines the fourth component of the system,,"N/A; 
Air Handler (Head 3); 
Unknown; 
N/A; 
Air Handler (Head 3); 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Component 4 Make,49,The manufacturer or brand of the fourth component,,"N/A; 
Mitsubishi; 
Daikin; 
Unknown; 
Johnson Controls; 
N/A",varchar,255,Char
Mechanical_Cooling.csv,Component 4 Model,50,The model of the fourth component,,"N/A; 
Msz-ge06na-8; 
MSZ-GE18NA-9; 
Ctxs07lvju; 
Ftxs18lvju; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Component 4 Year of Manufacture on Nameplate,51,Indicates whether the year of manufacture is on the nameplate for the fourth component,,"N/A; 
No; 
Yes; 
Unknown; 
N/A; 
No",varchar,255,Char
Mechanical_Cooling.csv,Component 4 Year of Manufacture,52,Year of manufacture for the fourth component,,"2014; 
2015; 
2013; 
2010; 
2016; 
2014",int,4,Integer
Mechanical_Cooling.csv,Component 4 Year of Manufacture_notes,53,Provides a description of the NULL values in the Component 4 Year of Manufacture field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,Component 4 Serial Number,54,The serial number for the fourth component,,"N/A; 
4010870; 
Unknown; 
56E12036; 
370; 
62M01513",varchar,255,Char
Mechanical_Cooling.csv,Energy Star Label Present?,55,indicates whether the equipment is ENERGY STAR labeled,,"N/A; 
No; 
Unknown; 
Yes; 
N/A; 
No",varchar,255,Char
Mechanical_Cooling.csv,Qty Ductless Heads,56,The number of indoor heads in the ductless minisplit system,,"2; 
1; 
3; 
4; 
2; 
1",int,4,Integer
Mechanical_Cooling.csv,Qty Ductless Heads_notes,57,Provides a description of the NULL values in the Qty Ductless Heads field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Room 2,58,The room location of the first DMSHP head,,"N/A; 
Bedroom_5 Lego; 
Living Room 1; 
Living Rm_1 LIVING 1; 
Kitchen_1 Kitch; 
Living Room",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Capacity 2,59,The capacity of the first DMSHP head,BTU/hr,"13600; 
24000; 
21600; 
18000; 
12000; 
14400",int,4,Integer
Mechanical_Cooling.csv,DMSHP Capacity 2_notes,60,Provides a description of the NULL values in the DMSHP Capacity 2 field,,"N/A; 
Unknown; 
N/A; 
Unknown; 
N/A; 
Unknown",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Capacity 2 Type,61,"The type of capacity reported in the database. Rated values are taken directly from equipment nameplate information, nominal values are based on information in the equipment model number, and average values are the average of all equipment in the AHRI database matching that model number",,"N/A; 
Rated; 
Average; 
Unknown; 
N/A; 
Rated",varchar,255,Char
Mechanical_Cooling.csv,DMSHP Cooling Capacity 2,62,Cooling capacity of the first DMSHP head,BTU/hr,"24000; 
12000; 
21400; 
18000; 
14000; 
23600",int,4,Integer
