"PK_ApplianceID","CK_SiteID","CK_RoomID","Type","Year of Manufacture on Nameplate","Vintage","Vintage_notes","Serial","Make","Model","Energy Star","Primary Dryer","Washer-Dryer Matched Pair","Dryer Fuel","Dryer Gas Line Available","Heat Pump Dryer","Dryer Vented","Wifi Enabled","Notes","Room Name","Room Type"
"Appliance_00005168","SITE_00920","Room_00002476","Dryer","No",,"Unknown","Unknown","Amana","P1163601ww","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005169","SITE_00921","Room_00002490","Dryer","No",,"Unknown","Unknown","General Electric","DCVH680EJ0MS","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005170","SITE_00922","Room_00002506","Dryer","No",,"Unknown","Unknown","Kenmore","110.82822100","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005171","SITE_00922","Room_00002495","Dryer","No",,"Unknown","Unknown","Whirlpool","WED70HEBW0","No","No","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005172","SITE_00923","Room_00002517","Dryer","No",,"Unknown","Unknown","General Electric","DWSR483EG7WW","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005569","SITE_00924","Room_00015040","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.63032100","No","Yes","No","Electric","Unknown","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005173","SITE_00925","Room_00002531","Dryer","No",,"Unknown","Unknown","Whirlpool","LER6634BQ1","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005174","SITE_00926","Room_00002536","Dryer","No",,"Unknown","Unknown","Maytag","MEDZ600WR0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bedroom_1","Bedroom"
"Appliance_00005175","SITE_00927","Room_00002552","Dryer","No",,"Unknown","Unknown","Maytag","MDE2600AYW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005176","SITE_00928","Room_00002563","Dryer","No",,"Unknown","Unknown","Maytag","MDE9206AYA","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005177","SITE_00929","Room_00002576","Dryer","No",,"Unknown","Unknown","Kenmore","66932691","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005178","SITE_00930","Room_00002592","Dryer","No",,"Unknown","Unknown","Maytag","Medz600wr0","No","Yes","Yes","Electric","Unknown","No","Unknown","No","N/A","Hall_2","Hall"
"Appliance_00005598","SITE_00931","Room_00015057","Dryer","Unknown",,"Unknown","Unknown","Magic Chef","CYE3004AYW","No","Yes","Unknown","Unknown","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005179","SITE_00932","Room_00002605","Dryer","No",,"Unknown","Unknown","LG","Dle2514w","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005180","SITE_00933","Room_00002618","Dryer","No",,"Unknown","Unknown","General Electric","Dde7900gdlad","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005181","SITE_00934","Room_00002634","Dryer","No",,"Unknown","Unknown","Kenmore","110.66732500","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005182","SITE_00935","Room_00002639","Dryer","No",,"Unknown","Unknown","Maytag","MEDX50XW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005183","SITE_00936","Room_00002654","Dryer","No",,"Unknown","Unknown","Kenmore","96263100","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005184","SITE_00937","Room_00002664","Dryer","No",,"Unknown","Unknown","Kenmore","110.96589210","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005185","SITE_00938","Room_00002677","Dryer","No",,"Unknown","Unknown","General Electric","DHDSR46EG2WW","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005186","SITE_00939","Room_00002685","Dryer","No",,"Unknown","Unknown","Sears","110.96585400","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005187","SITE_00941","Room_00002697","Dryer","No",,"Unknown","Unknown","Maytag","Sde4000ayw","No","Yes","No","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005188","SITE_00942","Room_00002713","Dryer","No",,"Unknown","Unknown","General Electric","GFDN110EL0WW","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005570","SITE_00954","Room_00015120","Dryer","Yes",2002,,"N/A","Frigidaire","Glgr642as3","No","Yes","No","Natural Gas","Yes","No","Unknown","No","Does not appear vented from back, but likely because gas dryer","Laundry_1","Laundry"
"Appliance_00006441","SITE_00956","Room_00015134","Dryer","No",2002,,"MM1208043","Whirlpool","Sedx600jq1","No","Yes","No","Electric","No","No","Yes","No","N/A","Bathroom_7","Bathroom"
"Appliance_00005193","SITE_00957","Room_00002779","Dryer","No",,"Unknown","Unknown","Kenmore","110.61202010","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005194","SITE_00958","Room_00002789","Dryer","No",,"Unknown","Unknown","Alliance Laundry","Ade3lrgs171tw01","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Closet_2","Closet"
"Appliance_00005195","SITE_00959","Room_00002811","Dryer","No",,"Unknown","Unknown","LG","DLE1310W","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005196","SITE_00960","Room_00002831","Dryer","No",,"Unknown","Unknown","Whirlpool","Leq7030kq1","Unknown","Yes","No","Electric","Unknown","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005610","SITE_00961","Room_00015146","Dryer","Unknown",,"Unknown","Unknown","LG","DLE1101W","No","Yes","Unknown","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005468","SITE_00962","Room_00015163","Dryer","Unknown",,"Unknown","Unknown","General Electric","Dcv660eh1ww","No","Yes","No","Electric","No","No","Yes","No","N/A","Basement_1","Basement"
"Appliance_00005197","SITE_00963","Room_00002837","Dryer","No",,"Unknown","Unknown","Kenmore","110.84832201","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_2","Bathroom"
"Appliance_00005198","SITE_00964","Room_00002860","Dryer","Yes",1994,,"N/A","WCI Canada","Fd902aw1","No","Yes","No","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005199","SITE_00965","Room_00002876","Dryer","No",,"Unknown","Unknown","Frigidaire","FDE336RET0","No","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005200","SITE_00966","Room_00002886","Dryer","No",,"Unknown","Unknown","Sears","110.6192310","Unknown","Yes","Yes","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005201","SITE_00967","Room_00002899","Dryer","No",,"Unknown","Unknown","Kenmore","110.60202990","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005202","SITE_00968","Room_00002905","Dryer","No",,"Unknown","Unknown","General Electric","DSXH43EV1WW","No","Yes","No","Electric","No","No","Yes","No","N/A","Basement_1","Basement"
"Appliance_00005203","SITE_00969","Room_00002928","Dryer","No",,"Unknown","Unknown","Magic Chef","Cye3004ayw","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005204","SITE_00970","Room_00002944","Dryer","No",,"Unknown","Unknown","General Electric","DBXR463ED2WW","No","Yes","No","Electric","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005205","SITE_00971","Room_00002961","Dryer","No",,"Unknown","Unknown","Maytag","MEDC300XW0","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005484","SITE_00972","Room_00015182","Dryer","Unknown",,"Unknown","Unknown","Amana","Ale331raw","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005206","SITE_00973","Room_00002987","Dryer","Yes",2006,,"N/A","Samsung","Dv316lew/xaa","Yes","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005207","SITE_00973","Room_00002992","Dryer","No",,"Unknown","Unknown","Maytag","Mede300vw1","Yes","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Office_1","Office"
"Appliance_00005616","SITE_00974","Room_00015197","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.60702990","No","Yes","Yes","Electric","No","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005208","SITE_00975","Room_00003002","Dryer","No",,"Unknown","Unknown","Whirlpool","GEW9250PW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005209","SITE_00976","Room_00003013","Dryer","No",,"Unknown","Unknown","Maytag","LDE212","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005210","SITE_00977","Room_00003029","Dryer","Yes",2012,,"N/A","Samsung","Dv405etpasuaa","No","Yes","Yes","Electric","No","No","Unknown","No","N/A","Hall_2","Hall"
"Appliance_00005211","SITE_00978","Room_00003045","Dryer","No",,"Unknown","Unknown","Hotpoint","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","N/A","Kitchen_3","Kitchen"
"Appliance_00005212","SITE_00979","Room_00003062","Dryer","No",,"Unknown","Unknown","Maytag","Mde6000ayq","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005213","SITE_00980","Room_00003079","Dryer","No",,"Unknown","Unknown","Maytag","LDE710","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005214","SITE_00981","Room_00003103","Dryer","No",,"Unknown","Unknown","Kenmore","110.64832400","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005215","SITE_00982","Room_00003118","Dryer","No",,"Unknown","Unknown","Maytag","LDE4000ACL","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005216","SITE_00983","Room_00003122","Dryer","No",,"Unknown","Unknown","Maytag","MHW4300DW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005217","SITE_00984","Room_00003136","Dryer","No",,"Unknown","Unknown","Whirlpool","EED4400WQ0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005218","SITE_00985","Room_00003160","Dryer","Yes",2001,,"N/A","Frigidaire","FDG648GHS0","Unknown","Yes","No","Propane","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005219","SITE_00986","Room_00003175","Dryer","No",,"Unknown","Unknown","Maytag","MEDB850YW0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005220","SITE_00987","Room_00003195","Dryer","No",,"Unknown","Unknown","Maytag","Medx700xl0","Unknown","Yes","No","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005221","SITE_00988","Room_00003216","Dryer","No",,"Unknown","Unknown","General Electric","DPSR610EG8WT","Yes","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005577","SITE_00989","Room_00015213","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.61202011","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005222","SITE_00990","Room_00003241","Dryer","No",,"Unknown","Unknown","Kenmore","110.66722694","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005223","SITE_00992","Room_00003260","Dryer","No",,"Unknown","Unknown","General Electric","EED3000B0WW","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005224","SITE_00993","Room_00003266","Dryer","No",,"Unknown","Unknown","Amana","Lea30aw","No","Yes","No","Electric","No","No","Yes","No","N/A","Bathroom_2","Bathroom"
"Appliance_00005225","SITE_00995","Room_00003297","Dryer","No",,"Unknown","Unknown","Whirlpool","WED9200SQ1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005226","SITE_00996","Room_00003304","Dryer","No",,"Unknown","Unknown","Whirlpool","WED7300DW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005227","SITE_00997","Room_00003322","Dryer","No",,"Unknown","Unknown","Maytag","MEDC300XW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Basement_1","Basement"
"Appliance_00005228","SITE_00998","Room_00003349","Dryer","Yes",2015,,"N/A","Samsung","Dv45h7000ew/a2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005229","SITE_00999","Room_00003364","Dryer","No",,"Unknown","Unknown","Bosch","Wtvc6330us/09","No","Yes","Yes","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005230","SITE_01000","Room_00003375","Dryer","No",,"Unknown","Unknown","Maytag","Lde7500","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005231","SITE_01001","Room_00003388","Dryer","No",,"Unknown","Unknown","General Electric","DDE8500RCMAD","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005232","SITE_01002","Room_00003392","Dryer","No",,"Unknown","Unknown","Kenmore","67902790","No","Yes","No","Electric","Unknown","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005609","SITE_01003","Room_00015232","Dryer","Unknown",,"Unknown","Unknown","Maytag","PYE2300AYW","No","Yes","Unknown","Unknown","Unknown","No","Unknown","No","N/A","Mechanical_1","Mechanical"
"Appliance_00005233","SITE_01004","Room_00003408","Dryer","No",,"Unknown","Unknown","Amana","LE9207W2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005472","SITE_01005","Room_00015244","Dryer","Unknown",,"Unknown","Unknown","Estate","Teds740jq0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00023724","SITE_01006",,"Dryer","Yes",2013,,"Unknown","LG","Unknown","Yes","Yes","Yes","Electric","No","No","Unknown","N/A","N/A","Unknown","Hall"
"Appliance_00005485","SITE_01007","Room_00015258","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.82824101","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005575","SITE_01008","Room_00015278","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Leq9508pw1","No","Yes","No","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005234","SITE_01009","Room_00003430","Dryer","No",,"Unknown","Unknown","Whirlpool","LER5644JQ2","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005235","SITE_01010","Room_00003449","Dryer","No",,"Unknown","Unknown","Whirlpool","GEW9200LW0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005236","SITE_01011","Room_00003468","Dryer","No",,"Unknown","Unknown","Kenmore","110.6261201","Unknown","Yes","Yes","Unknown","Unknown","Unknown","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005237","SITE_01012","Room_00003482","Dryer","No",,"Unknown","Unknown","Whirlpool","Lec6848aw1","Unknown","Yes","No","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005238","SITE_01013","Room_00003494","Dryer","Yes",2009,,"N/A","Frigidaire","GLEQ2152EF1","Unknown","Yes","Unknown","Electric","Unknown","Unknown","Unknown","No","Electric","Kitchen_1","Kitchen"
"Appliance_00005239","SITE_01014","Room_00003517","Dryer","No",,"Unknown","Unknown","Maytag","MDE7658BYQ","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005470","SITE_01015","Room_00015283","Dryer","Unknown",,"Unknown","Unknown","Maytag","Mde5500ayw","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_2","Laundry"
"Appliance_00005240","SITE_01016","Room_00003534","Dryer","No",,"Unknown","Unknown","Frigidaire","FAQE7011KW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Mechanical_1","Mechanical"
"Appliance_00005638","SITE_01017","Room_00015307","Dryer","Yes",2007,,"N/A","Frigidaire","Gle02152es0","No","Yes","Unknown","Electric","Unknown","No","Unknown","No","Electric","Laundry_1","Laundry"
"Appliance_00005241","SITE_01018","Room_00003539","Dryer","No",,"Unknown","Unknown","Unknown","MT1104164","Unknown","Yes","No","Electric","No","No","Yes","Unknown","N/A","Bathroom_1","Bathroom"
"Appliance_00005242","SITE_01019","Room_00003557","Dryer","No",,"Unknown","Unknown","LG","Dle2516w","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005243","SITE_01020","Room_00003572","Dryer","No",,"Unknown","Unknown","Whirlpool","WED4815EW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005244","SITE_01021","Room_00003577","Dryer","No",,"Unknown","Unknown","Maytag","LDG8424AAE","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005245","SITE_01022","Room_00003606","Dryer","Yes",2005,,"N/A","Frigidaire","GLEQ642AS2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005246","SITE_01023","Room_00003620","Dryer","No",,"Unknown","Unknown","LG","DLG3051W","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005247","SITE_01024","Room_00003644","Dryer","No",,"Unknown","Unknown","Maytag","Mede500vw1","No","Yes","Yes","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005490","SITE_01025","Room_00015342","Dryer","Unknown",,"Unknown","Unknown","Samsung","Dv48h7400ew/a2","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005248","SITE_01026","Room_00003659","Dryer","No",,"Unknown","Unknown","Kenmore","110.66732500","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005483","SITE_01027","Room_00015355","Dryer","Unknown",,"Unknown","Unknown","Alliance Laundry","Aes28awf","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005249","SITE_01029","Room_00003669","Dryer","No",,"Unknown","Unknown","Sears","2661532413","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Hall_1","Hall"
"Appliance_00005250","SITE_01030","Room_00003684","Dryer","No",,"Unknown","Unknown","General Electric","GTDP200GF3WS","No","Yes","No","Propane","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005251","SITE_01031","Room_00003699","Dryer","No",,"Unknown","Unknown","Kenmore","110.64732400","No","Yes","Yes","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005252","SITE_01032","Room_00003706","Dryer","No",,"Unknown","Unknown","Amana","NED5100TQ1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bedroom_1","Bedroom"
"Appliance_00005572","SITE_01033","Room_00015377","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.82822101","No","Yes","Yes","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005471","SITE_01034","Room_00015399","Dryer","Unknown",,"Unknown","Unknown","Maytag","Medc215ew0","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005253","SITE_01035","Room_00003726","Dryer","No",,"Unknown","Unknown","Maytag","MDE3000AYW","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Office_1","Office"
"Appliance_00005254","SITE_01036","Room_00003736","Dryer","Yes",2006,,"N/A","Frigidaire","Leq2152ee0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005255","SITE_01037","Room_00003759","Dryer","No",,"Unknown","Unknown","Whirlpool","Ggw9200lw1","Unknown","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005256","SITE_01038","Room_00003777","Dryer","No",,"Unknown","Unknown","Maytag","Lde4000acw","No","No","Yes","Electric","No","No","Yes","No","N/A","Mechanical_1","Mechanical"
"Appliance_00005257","SITE_01039","Room_00003787","Dryer","No",,"Unknown","Unknown","Maytag","SDE3606AYW","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005258","SITE_01040","Room_00003798","Dryer","No",,"Unknown","Unknown","Maytag","Mcg8000aww","Unknown","Yes","Yes","Propane","Yes","No","Yes","No","Has upper compartment for hanging clothes","Laundry_1","Laundry"
"Appliance_00005608","SITE_01041","Room_00015409","Dryer","Unknown",,"Unknown","Unknown","General Electric","GFDS350EL0WW","No","Yes","Unknown","Electric","Unknown","No","Unknown","No","Electric","Basement_1","Basement"
"Appliance_00005259","SITE_01042","Room_00003816","Dryer","No",,"Unknown","Unknown","Whirlpool","MEDE300VW1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005260","SITE_01043","Room_00003834","Dryer","No",,"Unknown","Unknown","Frigidaire","FAQE7111LW0","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005571","SITE_01044","Room_00015432","Dryer","Unknown",,"Unknown","Unknown","General Electric","Gfdr270eh0ww","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005261","SITE_01045","Room_00003849","Dryer","No",,"Unknown","Unknown","Sears","110.60022011","Unknown","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005262","SITE_01046","Room_00003860","Dryer","No",,"Unknown","Unknown","Maytag","MEDC300BW0","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Bedroom_6","Bedroom"
"Appliance_00005649","SITE_01047","Room_00015438","Dryer","Unknown",,"Unknown","Unknown","Maytag","PYE2300AYW","No","Yes","Unknown","Electric","Unknown","No","Unknown","No","N/A","Kitchen_1","Kitchen"
"Appliance_00005469","SITE_01048","Room_00015458","Dryer","Unknown",,"Unknown","Unknown","General Electric","Gfds170eh1ww","No","Yes","Yes","Electric","No","No","No","No","N/A","Laundry_1","Laundry"
"Appliance_00005263","SITE_01049","Room_00003885","Dryer","No",,"Unknown","Unknown","Maytag","MDG9700AWW","No","Yes","No","Natural Gas","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005597","SITE_01050","Room_00015475","Dryer","Yes",2008,,"N/A","Frigidaire","AEQ7000ES1","No","Yes","Unknown","Unknown","Unknown","No","Unknown","No","N/A","Bedroom_1","Bedroom"
"Appliance_00005592","SITE_01051","Room_00015493","Dryer","Unknown",,"Unknown","Unknown","Kenmore","796.71512211","No","Yes","Yes","Natural Gas","Yes","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005264","SITE_01052","Room_00003897","Dryer","No",,"Unknown","Unknown","Kenmore","110.66642500","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005265","SITE_01053","Room_00003904","Dryer","Yes",2013,,"N/A","Sears","417.81100003","Yes","Yes","Yes","Electric","No","No","Yes","No","N/A","Basement_1","Basement"
"Appliance_00005266","SITE_01054","Room_00003913","Dryer","Yes",2009,,"N/A","Frigidaire","Fex831fs2","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005267","SITE_01055","Room_00003939","Dryer","No",,"Unknown","Unknown","Maytag","PYE2300AYW","Unknown","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005268","SITE_01056","Room_00003948","Dryer","No",,"Unknown","Unknown","Whirlpool","LE5790XPW0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Bathroom_3","Bathroom"
"Appliance_00005578","SITE_01057","Room_00015504","Dryer","Unknown",,"Unknown","Unknown","Kenmore","110.64852400","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005594","SITE_01058","Room_00015519","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Wed4815ew1","No","Yes","Yes","Electric","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005269","SITE_01059","Room_00003971","Dryer","No",,"Unknown","Unknown","Bosch","WTMC3321US/06","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005635","SITE_01060","Room_00015544","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Lgq7030kq2","No","Yes","Unknown","Natural Gas","Yes","No","Yes","No","N/A","Basement_1","Basement"
"Appliance_00005636","SITE_01061","Room_00015563","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Wed9300vu0","No","Yes","Unknown","Electric","Yes","No","Yes","No","Gas line in close vicinity ( next to gas boiler)","Laundry_1","Laundry"
"Appliance_00005270","SITE_01062","Room_00003985","Dryer","No",,"Unknown","Unknown","Kenmore","66812692","No","Yes","No","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00006414","SITE_01063","Room_00015579","Dryer","No",,"Unknown","Unknown","Whirlpool","GEW9250PL1","No","Yes","Unknown","Electric","Unknown","No","Unknown","Unknown","Whirlpool electric","Laundry_1","Laundry"
"Appliance_00005593","SITE_01065","Room_00015590","Dryer","Unknown",,"Unknown","Unknown","LG","Dlex3070w","No","Yes","Yes","Unknown","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005271","SITE_01066","Room_00004018","Dryer","No",,"Unknown","Unknown","Whirlpool","WED9470WR1","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005596","SITE_01067","Room_00015607","Dryer","Unknown",,"Unknown","Unknown","Fisher & Paykel","De7027j1us0","No","Yes","Unknown","Unknown","Unknown","No","Unknown","No","N/A","Laundry_1","Laundry"
"Appliance_00005272","SITE_01068","Room_00004023","Dryer","No",,"Unknown","Unknown","Roper","RES7745RQ1","No","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Bathroom_1","Bathroom"
"Appliance_00005273","SITE_01069","Room_00004042","Dryer","No",,"Unknown","Unknown","Whirlpool","WED95HEXW0","Yes","Yes","Yes","Electric","Unknown","No","Yes","No","N/A","Laundry_1","Laundry"
"Appliance_00005637","SITE_01070","Room_00015624","Dryer","Unknown",,"Unknown","Unknown","General Electric","Dsxr453ev0ww","No","Yes","Unknown","Electric","Unknown","No","Unknown","No","Electric, vented","Bedroom_2","Bedroom"
"Appliance_00005675","SITE_01071","Room_00015632","Dryer","Unknown",,"Unknown","Unknown","Whirlpool","Wed94hexw0","No","Yes","Yes","Electric","No","No","Yes","No","N/A","Laundry_1","Laundry"
