node,class,bustype,busflags,group_id,parent,from,to,load,lat,long,length,height
meter_339,triplex_meter,PQ,,load_113,node_113A,,,0.0,35.392483,-118.989333,,
meter_340,triplex_meter,PQ,,load_113,node_113A,,,0.0,35.392483,-118.989333,,
meter_341,triplex_meter,PQ,,load_113,node_113A,,,0.0,35.392483,-118.989333,,
meter_342,triplex_meter,PQ,,load_113,node_113A,,,0.0,35.392483,-118.989333,,
line113to114,overhead_line,,,,,load_113,load_114,,35.392483,-118.988792,325.0,
load_114,load,PQ,HASSOURCE,area_E,,,,,35.392483,-118.988250,,
meter_343,triplex_meter,PQ,,load_114,node_114A,,,0.0,35.392483,-118.988250,,
meter_344,triplex_meter,PQ,,load_114,node_114A,,,0.0,35.392483,-118.988250,,
node_114A,triplex_node,PQ,,,,,,,,,,
node_113A,triplex_node,PQ,,,,,,,,,,
node_112A,triplex_node,PQ,,,,,,,,,,
node_109A,triplex_node,PQ,,,,,,,,,,
line108to300,overhead_line,,,,,node_108,node_300,,35.391317,-118.994050,1000.0,
node_300,node,PQ,HASSOURCE,nodevolts,,,,,35.390150,-118.994050,,
node_350,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_60A,triplex_node,PQ,,,,,,,,,,
load_94,load,PQ,HASSOURCE,area_D,,,,,35.387650,-118.996567,,
meter_293,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_294,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_295,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
meter_296,triplex_meter,PQ,,load_94,node_94A,,,0.0,35.387650,-118.996567,,
node_94A,triplex_node,PQ,,,,,,,,,,
node_53A,triplex_node,PQ,,,,,,,,,,
node_52A,triplex_node,PQ,,,,,,,,,,
node_7A,triplex_node,PQ,,,,,,,,,,
node_1A,triplex_node,PQ,,,,,,,,,,
node_251,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_350,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_451,node,SWING,HASSOURCE,nodevolts,,,,,,,,
node_195,node,SWING,HASSOURCE,nodevolts,,,,,,,,
